,titles,keys,cluster_num
3798,Lexus NX Prices & Deals - New Hampshire,"['transmissions_available', 'drive_wheels', 'seating']",17
11726,Lexus IS Prices & Deals - Alaska,"['transmissions_available', 'drive_wheels', 'seating']",17
10278,Lexus GS Prices & Deals - Pennsylvania,"['transmissions_available', 'drive_wheels', 'seating']",17
3205,Lexus IS Prices & Deals - Ohio,"['transmissions_available', 'drive_wheels', 'seating']",17
1718,Lexus GS Prices & Deals - Virginia,"['transmissions_available', 'drive_wheels', 'seating']",17
541,Lexus ES Prices & Deals - Hawaii,"['transmissions_available', 'drive_wheels', 'seating']",17
8457,Lexus LS Prices & Deals - Missouri,"['transmissions_available', 'drive_wheels', 'seating']",17
9079,Browning VF4E-120S,"['product_line', 'housing_material', 'expansion']",18
5323,Browning VF4E-224,"['product_line', 'housing_material', 'expansion']",18
10117,Browning (Regal) 2351328 2351328,['band_type'],18
10116,Browning NSS1230,['warranty'],18
9080,Browning VF4E-112,"['product_line', 'housing_material', 'expansion']",18
879,Browning (Regal) VPS-319,"['housing_material', 'mounting', 'application', 'bore_type']",18
4309,Browning AK41X1/2,['product_type'],18
1017,Browning (Regal) VPE-220,"['housing_material', 'mounting', 'application', 'bore_type']",18
6347,Browning VPS-228,"['product', 'expansion']",18
1875,Browning YSS16G40,['warranty'],18
10443,Browning 4B5V160,['product_type'],18
10897,Browning VF4S-316,"['product_line', 'housing_material', 'expansion']",18
9633,PALEO Diet Cookbook. Eat Like Caveman!: 50+ Easy and Tasty Recipes for Your Healthy Strong and Beautiful Body,"['x-ray', 'sold_by', 'publication_date', 'lending']",19
4348,"The Book of Greens: A Cook's Compendium of 40 Varieties, from Arugula to Watercress, with More Than 175 Recipes",['hardcover'],19
2599,"Cook Lively!: 100 Quick and Easy Plant-Based Recipes for High Energy, Glowing Skin, and Vibrant Living—Using 10 Ingredients or Less",['paperback'],19
3529,Frugal Cooking for Simple Living (90+ Recipes),"['x-ray', 'lending', 'sold_by']",19
8125,Ketogenic Cookbook: 50 Insanely Quick and Easy 5 Ingredient Recipes: An Essential Ketogenic Cookbook For Beginners,"['sold_by', 'x-ray', 'lending']",19
10176,Wholesale-Baby nipple baby girls pacifier boys soother pacifiers teat cartoon cute children nipple plush toy safe baby care puppy,"['pattern_type', 'packaging', 'quantity', 'color']",20
9350,** PROMO ** Pacifier Clip Boys and Girls by Liname – 3 Pack – Premium Quality Universal Pacifier Clip – Adorable 2-Sided Stylish Design – Soothie Pacifier Holder – Perfect Baby Shower Gift,"['productgroup', 'binding', 'producttypename']",20
2960,Wholesale-Infant Pacifier Holder Clip Baby Pacifiers Nipples For Children Pacify 0-3 Years Old Newborn Cute Pacifiers Free China Post,"['pattern_type', 'packaging', 'color']",20
3328,Wholesale-4pcs/set Baby Pacifier Clip Chain Cotton Dummy Holder Chupetas Soother Pacifier Clips Strap Nipple Holder For Infant Feeding R15,"['color', 'pattern_type']",20
1495,Qingsun Baby Weaning Tool Safe Feeding Tool Pacifier Clip Attache Pacifier Bottles for Baby KidsBaby in Blue,['color'],20
4098,"D Shape Plastic Pacifier Clip Dummy Clip Suspender Clip For 20MM Ribbon,Soother/Nuk/MAM/Bib/Toy Holder",['quantity'],20
3410,"Shrink Chuck, 3mm Hole Dia., HSK32E","['for_use_with', 'item', 'balanced_to_rpm', 'coolant_through']",21
10811,"Power Mini Shrink Chck, 8mm Hole Dia, BT40","['for_use_with', 'balanced_to_rpm', 'coolant_through']",21
10242,"Shrink Fit Holder, 20mm Hole Dia., SK40","['for_use_with', 'balanced_to_rpm', 'coolant_through']",21
6077,"Power Shrink Fit Chuck, 10mm Hole Dia.","['for_use_with', 'balanced_to_rpm', 'coolant_through']",21
8872,E346956031480 - Shrink Fit Holders,['lead_time'],21
4556,"Mini Shrink Chuck, 6mm Hole Dia., HSK50E","['balanced_to_rpm', 'for_use_with', 'coolant_through']",21
5824,"Heavy Duty Chuck, 20mm Hole Dia., HSK125A","['balanced_to_rpm', 'for_use_with', 'coolant_through']",21
3270,"Power Shrink Chuck, 6mm Hole Dia., HSK63A","['for_use_with', 'balanced_to_rpm', 'coolant_through']",21
11239,2001 Lexus IS300 Auto Metallic Green 310KM 2JZ-GE,"['no_of_doors', 'for_sale_by', 'colour', 'year', 'type', 'fuel_type', 'transmission', 'no_of_seats']",22
828,Lexus LS,"['doors', 'owners']",22
7755,2016 Lexus NX,"['warranty', 'front_wheel_material', 'exterior_color', 'rear_wheel_material']",22
3775,Lexus IS300h 2.5 Executive (2014),"['technical', 'interior', 'previous_owners', 'exterior']",22
11260,LEXUS RX,"['tyre_size_rear', 'space_saver', 'wheel_style', 'alloys', 'tyre_size_front', 'height', 'tyre_size_spare', 'width', 'turning_circle-kerb_to_kerb', 'no_of_seats', 'max_towing_weight-braked', 'max_towing_weight-unbraked', 'max_roof_load', 'fuel_tank_capacity_litres']",22
10539,2015 Lexus LX 570 5.70 EXECUTIVE EDITION - Richmond,"['unknown', 'status', 'transmission', 'black']",22
12084,2016 Lexus NX NX200t,"['wheel_base', 'rim_size_rear', 'rim_size_front', 'height', 'fuel_type', 'transmission', 'green', 'fuel_urban', 'fuel_consumption', 'tyre_front_size', 'fuel_extra_urban', 'engine', '0-100_kmh', 'tyre_rear_size', 'fuel_delivery', 'width', 'max_torque', 'release_date', 'length', 'fuel_capacity', 'ron', 'fuel_combined']",22
3675,2013 Lexus Gx 460,"['city', 'engine', 'interior', 'company', 'exterior', 'doors', 'fuel_type', 'transmission']",22
4954,"2013 Lexus CT 200h - $17,491","['views', 'drive_type', 'doors', 'status', 'transmission']",22
10227,WOMEN SPRZ NY Short Sleeve Graphic T-Shirt (Gego),['care'],23
4181,Details about Womens Plus Size 3X Cowl Neck Sleeveless Stretchy Top Blouse SHirt,"['sleeve_style', 'occasion', 'color', 'pattern', 'size_type']",23
3292,WOMEN Extra Fine Cotton Short Sleeve Flare Blouse,['care'],23
3768,Details about Women Ladies Long Sleeve Cotton Linen Top Botton Loose Blouse Shirt Tee,"['occasion', 'size_type', 'fit', 'pattern', 'sleeve_style']",23
6842,Details about Women Fashion Summer Casual Round Neck Short Sleeve Pineapple Print T-Shirt Top,"['clothing_length', 'sleeve', 'sleeve_style', 'occasion', 'season', 'size_type', 'collar', 'color']",23
1589,UA Waffle Raglan Women’s Long Sleeve Shirt,"['height', 'athlete_type', 'age', 'sport_interest']",23
1554,WOMEN Flannel Stand Collar Long Sleeve Shirt,['care'],23
6464,MORESAVE Women’s Ruffle Round Neck Long Sleeve Chiffon Blouse Button Shirt Tops,"['sleeve_style', 'producttypename', 'fabric_type', 'binding', 'productgroup']",23
4027,Details about Women Casual Splice Pullover T-Shirt Long Sleeve Trench Top Shirt Blouse Sweater,"['colour', 'sleeve_style', 'fit', 'occasion', 'garment_care', 'size_womens', 'size_type']",23
1359,Annette Cream 25-Piece King Comforter Set,"['machine_washable', 'pattern_type', 'stain_resistant', 'hypoallergenic', 'moisture_resistant', 'color_family', 'color']",24
626,Lush Decor Boho Stripe Multicolor Seven-Piece Full/Queen Comforter Set,"['pieces_in_set', 'usage']",24
5557,Morgan Purple Three-Piece Twin Comforter Set,['weight'],24
3776,Madison Park Biloxi Purple Seven-Piece Queen Comforter Set,"['pieces_in_set', 'usage', 'fill_material']",24
12112,Madison Park Freeport Green Seven-Piece Queen Comforter Set,"['pieces_in_set', 'usage']",24
7353,9 ft. Aluminum Push Tilt Patio Umbrella in Straw Olefin,"['patio_furniture_features', 'color_family']",25
4641,9 ft. Fiberglass Collar Tilt Patio Umbrella in Terrace Adobe Olefin,"['patio_furniture_features', 'color_family']",25
5342,11 ft. Aluminum Auto Tilt Patio Umbrella in Dolce Mango,['color_family'],25
5372,California Umbrella 11 Foot Fiberglass Market Umbrella Collar Tilt Double Vent Matted Black/Sunbrella/Macaw,"['assembly', 'usage']",25
5909,CorLiving Sandy Brown Outdoor Patio Umbrella,"['usage', 'assembly']",25
4829,Georgio Armani Acqua Di Gio Pour Homme Men's 6.7-ounce Eau de Toilette Spray,['color'],26
11550,Givenchy Pour Homme by Givenchy Eau de Toilette Men's Spray Cologne,"['used_for', 'package_quantity']",26
10098,Guerlain Homme Men's Fragrance 2.7-ounce Eau de Toilette Spray,['size'],26
7221,Ralph Lauren Eau De Parfum Spray 3.4 Oz Tender Romance Perfume By Ralph Lauren For Women,['size'],26
12416,Chevignon Heritage Eau de Toilette for Men 100ml,"['targeted_group', 'fragrance_type', 'size']",26
1986,Shakira Dance Perfume Eau de Toilette 2.7 oz/80 ml,"['ships_to', 'location']",26
792,Estee Lauder Knowing Eau De Parfum Spray For Women - 2.5 Oz.,['color'],26
7575,Costume National Scent Intense Women's 3.4-ounce Eau de Parfum Spray,['size'],26
2188,Liz Claiborne Curve Kicks Eau De Toilette Spray 100ml/3.4oz,"['weight', 'warranty_type']",26
5197,Touch By Fred Hayman Eau De Toilette 3.4 Oz For Women,['size'],26
1549,'Scent Intense' Eau de Parfum by CoSTUME NATIONAL,"['size', 'color']",26
7794,Maserati GranTurismo Prices & Deals - Texas,"['transmissions_available', 'seating', 'drive_wheels']",27
6113,Maserati GranTurismo Prices & Deals - Florida,"['transmissions_available', 'seating', 'drive_wheels']",27
7760,Maserati Levante Prices & Deals - Vermont,"['transmissions_available', 'drive_wheels', 'seating']",27
4964,Maserati GranTurismo Prices & Deals - Louisiana,"['transmissions_available', 'seating', 'drive_wheels']",27
9732,Maserati GranTurismo Prices & Deals - Iowa,"['transmissions_available', 'seating', 'drive_wheels']",27
4942,Wholesome Sweeteners Sugar - Organic - Coconut Palm - 16 Oz - Case Of 6,"['availability', 'pack_of_', 'shipping', 'product_selling_unit_']",28
5115,Happy Tot Toddler Food - Organic - Stage 4 - Banana Peach Prune And Coconut - 4.22 Oz - Case Of 16,['product_selling_unit_'],28
3640,Plum Organics Baby Food - Organic - Apricot And Banana - Stage 2 - 6 Months And Up - 3.5 .oz - Case Of 6,"['pack_of_', 'shipping', 'product_selling_unit_', 'quantity']",28
9264,Ella's Kitchen Organic Baby Brekkie Mango 100 g (Pack of 6),"['serving_size', 'certification']",28
12092,"Happy Baby Organic Stage 3 Baby Food, Hearty Meals, Fruits, Oats Quinoa, Pack",['platform'],28
215,NEW 24Pcs Plastic Clear C Type Bathroom Shower Curtain Liner Hook Hooks Rings,"['quantity', 'pattern']",29
4379,Wickes Telescopic Shower Curtain Rail White,['finish'],29
8641,"InterDesign Leaves Shower Curtain, Black/Gray and Shower Curtain Liner",['category'],29
5141,Beveled-Edge Straight Fixed Shower Curtain Rod,"['product_information', 'mount_type', 'product_warranty', 'shape', 'number_of_items_included']",29
4548,Curved Double Shower Curtain Rod-Black – 72″,['color'],29
4839,Shoes S.OLIVER 5-13200-36 Cognac/Navy 380,"['sole', 'lining', 'colour']",30
4082,Details about MICHAEL KORS Dark Brown Edgy Zip Up Knee Hight Boots Size 7.5 Leather B3343,"['color', 'fastening', 'heel_type', 'occasion', 'us_shoe_size_womens', 'pattern', 'heel_height', 'width']",30
5449,Details about Vintage Red Wing Irish Setter Sport Leather Boots Crepe Soles USA Men's 10.5 D,"['us_shoe_size_mens', 'color', 'width']",30
5509,Details about NIB mens Jcrew Kenton Pacer boots size 9 tan brown shoes NEW chestnut ludlow,"['us_shoe_size_mens', 'color', 'width']",30
10178,Details about Alexander Wang Orange Nubuck Leather Dakota Lace Up Ankle Boots Size 39,['color'],30
5912,"30mm Double 4ft 6"" Memory Foam Mattress Topper/Overlay","['free_shipping', 'ships_to']",31
8836,Queen size 2-inch Blue Gel Memory Foam Mattress Topper - Made in USA,"['machine_washable', 'fill_material', 'stain_resistant', 'hypoallergenic', 'number_of_items_included', 'water_resistant', 'color']",31
7047,"Serta Fenwick Firm 12"" Plush Gel Memory Foam Cal King Mattress","['special_order', 'dimensions']",31
11663,Wellrest Aller-Free White Twin Mattress Pad,"['type', 'size', 'usage']",31
9371,KitchenAid 2.0-Quart Kettle with C Handle and Trim Band Item # 962987,['applicationusage'],32
12101,KitchenAid Custom Metallic KSM152PSNK Tilt-Head Stand Mixer Item # 248981,['appliance_type'],32
1425,KitchenAid Professional 600 KP26M1XWH Stand Mixer,"['appliance_type', 'color']",32
10880,KitchenAid KSM170 Stand Mixer - Frosted Pearl,"['dishwasher_safe', 'categories']",32
6509,"883049056371 - KitchenAid KSM150PSSM Artisan Series 5-Quart Stand Mixer, Silver Metallic [Discontinued]",['package_quantity'],32
12428,Forever Women's IC10 Faux Leather Lace-up Buckle Strap Chunky Heel Combat Knee-high Boots,"['toe_shape', 'width', 'heel_height', 'lining', 'shoe_width']",33
6876,2017 Winter / Autumn Super Popular Womens Kelsi Dagger Francille Ankle boots in Black discount Sales,"['season', 'construction']",33
4152,Details about JEFFREY CAMPBELL FREE PEOPLE JOE TWO TONE BOOTS SIZE 7 Black Brown Suede Lace Up,"['us_shoe_size_womens', 'heel_type', 'heel_height', 'width']",33
7187,Details about Sorel TIVOLI 2 Womens Black Suede Leather Waterproof Winter Insulated Snow Boots,"['color', 'width']",33
8119,Bonnibel GF68 Women's Faux Suede Lace-up Inside Zipper Low-heel Over-knee-high Boots,"['toe_shape', 'width', 'heel_height', 'shoe_width']",33
7830,2017 wholesale! New Fashion Australia classic tall winter boots real leather Bailey Bowknot women's bailey bow snow boots shoes boot @885,"['closure_type', 'category', 'shoe_width', 'season']",33
762,MEN SPRZ NY S/S Graphic T-Shirt (Jean-Michel Basquiat),['care'],34
8244,Men's Vashon Short-Sleeve Shirt - Stripe,"['fit', 'size_type']",34
636,Men's Lookout Short-Sleeve Polo Shirt - Solid,"['fit', 'size_type']",34
6565,MEN Uniqlo U Dry Long Sleeve Crew Neck T-Shirt,['care'],34
12115,Ergodyne Shirts: Men's 7425 NVY Navy Blue Flame-Resistant Long-Sleeve Shirt,['color'],34
6000,2017 Polaris RZR 900 White Lightning Request Price,['towing_capacity'],35
10159,2017 Polaris General 1000 EPS Hunter Edition Request Price,['seating'],35
8844,"2017 Polaris RZR XP 4 Turbo EPS $22,499",['seating'],35
3379,"2017 Polaris RZR S 900 EPS $16,499 MSRP","['towing_capacity', 'seating']",35
8981,2017 Polaris RZR S 1000 EPS Request Price,"['towing_capacity', 'seating']",35
9965,NEW Innova Pro Tern 171g Blue Yellow Stamp Distance Driver Golf Disc,"['ships_to', 'seller', 'location']",36
3019,New Innova Champion Valkyrie 170g Deep Pink Distance Driver Golf Disc,['platform'],36
7468,NEW Innova Star Katana 172g Golden Yellow Distance Driver Golf Disc,"['ships_to', 'seller', 'location']",36
9356,NEW Innova Champion Wraith 175g Sunburst DYED Distance Driver Golf Disc,"['ships_to', 'seller', 'location']",36
501,NEW Prodigy Discs 400 F7 168g X-OUT Aqua Teal Foil Fairway Driver Golf Disc,"['ships_to', 'location', 'seller']",36
1129,NEW Innova Star Mamba 175g Bright Orange Distance Driver Golf Disc,"['ships_to', 'seller', 'location']",36
2740,NEW Innova Champion Eagle 175g Pink Flag Foil Fairway Driver Golf Disc,"['ships_to', 'seller', 'location']",36
4707,SNMG 643-NR IC807,"['coating', 'tool_type', 'cutting_edge_material', 'measurementtype', 'insert_thickness', 'shape', 'corner_radius']",37
10796,SNMG 432-TF IC907,"['coating', 'tool_type', 'cutting_edge_material', 'measurementtype', 'size', 'grade', 'insert_thickness', 'shape', 'corner_radius']",37
12517,Range Surface Burner Seal Part #: 316242003,['category'],38
5406,Range Surface Burner Orifice Part #: WB28K10288,['category'],38
11861,Range Surface Burner Knob Part #: WPW10132191,['category'],38
12527,Range Burner Control Knob Part #: 71002758,['category'],38
4184,Range Surface Burner Cap Part #: WP3191898,['category'],38
2726,Maytag Jenn-Air WP74011287 Gas Range Burner Knob 74011287 NEW OEM,['ships_to'],38
12494,International Concepts Linen White 36-Inch Round Pedestal Dining Table,['assembly'],39
12384,Avon 42-Inch Flax Round Dining Table,['weight'],39
11611,International Concepts Unfinished 30-Inch Dining Table,['assembly'],39
17777,"Allied Machine & Engineering 454T-57 TiN Coated Super Cobalt GEN2 T-A HSS Drill Insert, Series 4, 57 mm Diameter","['package_weight', 'package_dimensions', 'availability']",1
11989,"Allied Machine & Engineering 457H-0327 AM200 Coated Super Cobalt GEN2 T-A HSS Drill Insert, Series 7, 3-27/32"" Diameter",['package_weight'],1
13116,"Allied Machine & Engineering 18YT-9.5 TiN Coated Premium Cobalt Original T-A Drill Insert, Series Y, 9.5 mm Diameter (Pack of 2)","['package_weight', 'package_dimensions', 'availability']",1
14932,"Allied Machine & Engineering 152H-0112-SS AM200 Coated Super Cobalt 150 degree Structural Steel T-A Drill Insert, Series 2, 1-3/8"" Diameter (Pack of 2)",['package_weight'],1
11571,"Allied Machine & Engineering 453H-0116 AM200 Coating Super Cobalt GEN2 T-A Drill Insert, Series 3, 1-1/2"" Diameter, 1/4"" Thickness","['product_weight', 'package_weight']",1
17934,Samsung UN49KU6500 Curved 49-Inch 4K Ultra HD Smart LED TV (2016 Model),['display_technology'],2
11664,"LG 75SJ8570 - 75"" Super UHD 4K HDR Smart LED TV (2017 Model)","['video_signal_standard', 'aspect_ratio', 'backlight_technology', 'usb', 'product_type', 'ethernet', 'scan_format', 'hdmi', 'energy_star']",2
13996,"LG 49"" UH652T 4K Ultra HD LED LCD Smart TV","['screen_type', 'categories']",2
17901,"SONY BRAVIA KD65XE8596BU 65"" Smart 4K Ultra HD HDR LED TV","['colour', 'wifi', 'ethernet', 'remote_control', 'guarantee', 'bluetooth']",2
13193,"Samsung MU6300-Series 43""-Class HDR UHD Smart LED TV","['panel_type', 'aspect_ratio', 'contrast_ratio']",2
13943,Sony XBR65Z9D 65-Inch 4K Ultra HD Smart LED TV (2016 Model),"['display_technology', 'batteries']",2
11582,"Samsung 55"" Class 4K Ultra HD Smart Curved LED TV - UN55MU650D","['energy_star_certified', 'built-in_wi-fi', 'usb', 'ethernet', 'hdmi']",2
17928,"Samsung 55"" Class (54.6"" Diag.) 4K Ultra HD Smart LED LCD TV UN55KU630DFXZA","['overall', 'energy_star_compliant', 'value', 'speakers', 'quality', 'screen_type', 'features', 'display_type']",2
17756,"Samsung 55"" Class 4K Ultra HD Smart LED TV - UN55MU630D","['energy_star_certified', 'built-in_wi-fi', 'usb', 'ethernet', 'hdmi']",2
16986,"Samsung 9 Series UN65KS9800F - 65"" Curved LED Smart TV - 4K UltraHD","['wi-fi', 'availability', 'remote_control']",2
17981,Samsung Un55ks8000 55-inch 4k Ultra Hd Smart Led Tv 2016 Model (UN55KS8000FXZA) 340,"['quantity', 'color']",2
17509,Replacement Notebook Battery for Compaq Presario CQ61-405ET 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
18005,Replacement Notebook Battery for HP Pavilion g6-1035tx 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
12742,Replacement Notebook Battery for HP Pavilion g4-1006tx 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
18351,Replacement Notebook Battery for Acer Aspire V3-571-6805 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
18247,Replacement Notebook Battery for HP Pavilion g6-2395sa 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
14025,Replacement Notebook Battery for Acer Aspire 5739G 11.1 Volt Li-ion Advanced Pro Series Laptop Battery,"['availability', 'color']",3
14911,Replacement Notebook Battery for Acer Aspire 7730-4931 11.1 Volt Li-ion Advanced Pro Series Laptop Battery,"['availability', 'color']",3
14980,Replacement Notebook Battery for Toshiba Satellite A205-S7458 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
12971,Replacement Notebook Battery for Asus UL80V 14.4 Volt Li-ion Advanced Pro Series Laptop Battery,"['availability', 'color']",3
17066,Replacement Notebook Battery for Toshiba Satellite A135-S2286 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
14288,Replacement Notebook Battery for Toshiba Satellite M70-196 14.4 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
17792,Replacement Notebook Battery for HP G42-370TU 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
13098,Replacement Notebook Battery for Acer Aspire 5680-6063 11.1 Volt Li-ion Advanced Pro Series Laptop Battery,"['availability', 'color']",3
13429,Replacement Notebook Battery for Sony VAIO VGN-NR410 Series 11.1 Volt Li-ion Advanced Pro Series Laptop Battery,"['color', 'availability']",3
15427,Replacement Notebook Battery for Compaq Presario CQ62-206SO 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
16753,Replacement Notebook Battery for Compaq Presario CQ56-200EI 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
13318,Replacement Notebook Battery for HP Pavilion 14-ab038tx 14.8 Volt Li-ion Advanced Pro Series Laptop Battery,"['availability', 'color']",3
11801,Replacement Notebook Battery for HP Pavilion dv5-1062tx 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
11602,Replacement Notebook Battery for Toshiba Satellite C650-1CQ 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
18461,Replacement Notebook Battery for Compaq Presario CQ42-262VX 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
18453,Replacement Notebook Battery for IBM ThinkPad T60 6374 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
13793,Replacement Notebook Battery for HP Pavilion 15-ab025tx 14.8 Volt Li-ion Advanced Pro Series Laptop Battery,"['availability', 'color']",3
14999,Replacement Notebook Battery for Acer Aspire 5650 Series 11.1 Volt Li-ion Advanced Pro Series Laptop Battery,"['availability', 'color']",3
11852,Replacement Notebook Battery for Toshiba Satellite P775D 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
12446,Replacement Notebook Battery for HP Pavilion g4-1015tu 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
17075,Replacement Notebook Battery for HP G62-b37SO 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
12023,Replacement Notebook Battery for Toshiba Satellite C50-B-022 14.4 Volt Li-ion Advanced Pro Series Laptop Battery,"['color', 'availability']",3
14202,Replacement Notebook Battery for Toshiba Satellite M307 Series 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
17729,Replacement Notebook Battery for Compaq Presario CQ56-160SD 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
11883,Replacement Notebook Battery for Compaq Presario CQ56-108SL 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
11690,Replacement Notebook Battery for Sony VAIO PCG-3C1L 11.1 Volt Li-ion Advanced Pro Series Laptop Battery,"['color', 'availability']",3
13852,Replacement Notebook Battery for HP Pavilion dv6-6149nr 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
15276,Replacement Notebook Battery for Acer Aspire 7552G-P366G64Mn 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
18318,Replacement Notebook Battery for Toshiba Satellite L305D-S5893 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],3
11679,2016 Nissan Rogue SV(828) 264-7726,"['engine', 'transmission']",4
13268,2014 Nissan Rogue SV(317) 885-9800,"['engine', 'color', 'transmission']",4
14344,2014 Nissan Rogue SV(515) 233-1913,"['transmission', 'engine', 'color']",4
18155,2014 Nissan Rogue SV(859) 354-4434,"['cruise_control', 'remote_power_door_locks', 'bluetooth', 'tachometer']",4
17844,2017 Nissan Rogue SV(859) 263-5020,"['interior', 'engine', 'transmission', 'color']",4
16809,2013 Nissan Rogue SV(717) 733-4700,"['interior', 'engine', 'transmission', 'color']",4
12383,"Allied Machine & Engineering 1C22A-32 TiAlN Coated C2 Carbide (K20) Original T-A Drill Insert, Series 2, 32 mm Diameter (Pack of 2)","['package_weight', 'package_dimensions', 'availability']",5
11701,"Allied Machine & Engineering 7C122P-22LR AM300 Coating C1 Carbide (K35) GEN3SYS XT Drill Insert, Series 22, Low Rake Geometry, 22 mm Diameter","['package_weight', 'package_dimensions']",5
17192,"Allied Machine & Engineering 7C213P-0017 AM300 Coating C2 Carbide (K20) GEN3SYS XT Drill Insert, Series 13, Standard, 17/32"" Diameter","['package_weight', 'package_dimensions', 'availability']",5
12482,"Allied Machine & Engineering 1C23A-0118 TiAlN Coated C2 Carbide (K20) Original T-A Drill Insert, Series 3, 1-9/16"" Diameter","['package_weight', 'package_dimensions', 'availability']",5
12363,"Allied Machine & Engineering 7C224P-25AS AM300 Coating C2 Carbide (K20) GEN3SYS XT Drill Insert, Series 24, Low Rake Geometry, 25 mm Diameter","['package_weight', 'package_dimensions']",5
17265,"Hallowell Hi-Tech Metal Shelving 36""W x 24""D x 87""H Gray 6 Adjustable Shelves Starter Unit Open Style with Sway Braces","['certifications', 'assembly', 'returnable', 'series', 'color']",6
13729,"Hallowell H7513-2407PB 36""W x 24""D x 87""H 8 Adjustable Shelves Starter Unit Open Style with Sway Braces H-Post High Capacity Shelving","['width', 'depth', 'height', 'assembly_required']",6
12107,"Hallowell H-Post High Capacity Shelving 48""W x 18""D x 87""H Blue Posts and Side Sway Braces/ 711 Platinum Back Sway Braces and Shelves 5 Adjustable Shelves Add-on Unit Open Style with Sway Braces","['certifications', 'assembly', 'returnable', 'series', 'color']",6
18592,"Hallowell A7713-18HG 48""W x 18""D x 87""H 8 Adjustable Shelves Add-on Unit Open Style with Sway Braces Hi-Tech Metal Shelving in Gray","['finish', 'width', 'depth', 'height', 'assembly_required']",6
11713,"Hallowell H7713-2407PB 48""W x 24""D x 87""H 8 Adjustable Shelves Starter Unit Open Style with Sway Braces H-Post High Capacity Shelving","['width', 'depth', 'height', 'assembly_required']",6
18747,Canon PowerShot Elph 360 HS Wi-Fi Digital Camera (Silver) with 32GB Card + Case + Battery + Selfie Stick + Sling Strap + Kit,"['digital_zoom', 'flash', 'sensor_type', 'sensor_size', 'total_pixels', 'nfc', 'storage', 'optical_zoom', 'wi-fi']",7
17652,Canon EF-S 24mm f/2.8 STM Wide Angle Lens with Tripod + 3 UV/CPL/ND8 Filters + Kit,"['maximum_aperture', 'diaphragm_blades', 'focus_type']",7
11737,Canon PowerShot G9 X Mark II Wi-Fi Digital Camera (Black) with 32GB Card + Case + Battery + Flex Tripod + Kit,"['digital_zoom', 'flash', 'sensor_type', 'interface', 'storage', 'optical_zoom', 'image_stabilization', 'monitor_resolution']",7
13851,"Canon EOS 6D 20.2 MP CMOS Digital SLR Camera with EF 24-105mm f/4L IS USM and 70-300mm Lenses, 32GB Memory Card, Extra Battery and Bag","['photo_sensor_technology', 'flash_memory_type', 'optical_sensor_technology', 'optical_sensor_resolution', 'viewfinder_type', 'configuration']",7
15228,Canon EOS M6 Wi-Fi Digital ILC Camera + EF-M 18-150 IS STM Lens + 64GB Card + Case + Battery + Charger + Tripod + Filter + Strap Kit,"['sensor_type', 'flash_type', 'self_timer', 'image_stabilization', 'output_type', 'viewfinder_type', 'optical_zoom', 'color']",7
15833,Canon EF 300mm f/2.8L IS USM II Super Telephoto Lens for Canon EOS SLR Cameras,"['focus_type', 'minimum_aperture', 'photo_filter_thread_size', 'model_year', 'weather_resistance', 'lens_design', 'compatible_mountings', 'number_of_elements', 'maximum_aperture', 'maximum_format_size', 'optical_zoom', 'color', 'number_of_diaphragm_blades', 'lens_type']",7
15886,Canon EOS Rebel T7i Digital SLR Camera & EF-S 18-55mm IS STM Lens with 75-300mm III Lens + 32GB Card + Backpack + Tripod + Filters + Tele/Wide Lens Kit,"['exposure_compensation', 'self-timer', 'flash_control', 'lens_mount', 'flash_compensation', 'effective_pixels', 'storage', 'image_formats', 'camera_type', 'live_view', 'monitor_resolution']",7
