,Prod_ID,titles,keys,values,cluster_num
4568,ID_3359,Tripp Lite 6ft VGA Monitor Y Splitter Cable High Resolution HD15 M/2xF 6' Item # 557435,"['connector_on_first_end', 'cable_type', 'environmental_certification', 'color']","['1 x 15-pin HD-15 Male VGA', 'VGA', 'RoHS', 'black']",b14
4569,ID_7391,Tripp Lite 15ft VGA Monitor Gold Cable Molded Shielded HD15 M/M 15',"['connector_on_first_end', 'cable_type', 'http', 'connector_on_first_end', 'connector_plating', 'feature', 'device_supported']","['1 x 15-pin HD-15 Male VGA', 'VGA', '//www.tripplite.com', '1 x 15-pin HD-15 Male VGA', 'Gold Plated', 'Molded', 'Video Device']",b14
4570,ID_9082,APC Cat. 5 UTP Patch Cable,"['connector_on_first_end', 'connector_on_first_end', 'color', 'product', 'jacket']","['1 x RJ-45 Male', '1 x RJ-45 Male', 'Black', 'Network Cable', 'PVC']",b14
4571,ID_10305,"AddOn Juniper Networks QFX-SFP-DAC-5MA to Brocade XBR-TWX-0501 Compatible TAA compliant 10GBase-CU SFP+ to SFP+ Direct Attach Cable (Active Twinax, 5m) Item # 930572","['connector_on_first_end', 'connector_on_first_end', 'device_supported', 'cable_type']","['1 x SFP+ Network', '1 x SFP+ Network', 'Network Device', 'Twinaxial']",b14
4572,ID_14453,Tripp Lite Cat6 Gigabit Snagless Molded Patch Cable,"['connector_on_first_end', 'connector_on_first_end', 'http', 'feature', 'cable_type']","['1 x RJ-45 Male', '1 x RJ-45 Male', '//www.tripplite.com', 'Snagless', 'Category 6']",b14
4573,ID_17065,V7 V7 CAT6 STP Shielded Network Cable (RJ45m/m) black 10ft,"['connector_on_first_end', 'connector_on_first_end', 'http', 'feature', 'device_supported', 'cable_type']","['1 x RJ-45 Male Network', '1 x RJ-45 Male Network', '//www.v7-world.com', 'Snagless', 'Network Device', 'Category 6']",b14
4574,ID_2303,"Black Box Network Services Box CAT5e Value Line Patch Cable, Stranded, Violet, 7-ft. (2.1-m) - Category 5e for Network Device - 7 ft - 1 x RJ-45 Ma","['connector_on_first_end', 'connector_on_first_end', 'product', 'color', 'feature', 'device_supported', 'cable_type']","['1 x RJ-45 Male Network', '1 x RJ-45 Male Network', 'Network Cable', 'Violet', 'Stranded', 'Network Device', 'Category 5e']",b14
4575,ID_426,Tripp Lite P502-006-SM Coaxial Video Cable,"['connector_on_first_end', 'connector_on_first_end', 'product', 'device_supported', 'cable_type', 'connector_plating', 'feature', 'green_compliance_certificateauthority', 'color']","['1 x 15-pin HD-15 Male VGA', '1 x 15-pin HD-15 Male VGA', 'Video Cable', 'Monitor', 'Coaxial', 'Nickel Plated', 'Molded', 'RoHS', 'Black']",b14
1698,ID_3446,"KERO Apple Lightning Nomad Cable - Lightning/USB for iPod, iPad, iPhone - 3"" - 1 x Type A Male USB - 1 x Lightning Male Proprietary","['cable_type', 'connector_on_first_end', 'product', 'color']","['Lightning/USB', '1 x 4-pin Type A Male USB', 'Data Transfer Cable', 'White']",b14
9796,ID_9538,"Sierra Amega 3"" Tachometer",['operating_temperature'],['-40C to +70C'],b15
9795,ID_8935,OCZ Technology D2CSTEMS1A10-0030 Deneva 2 C 2.5-inch Async mSATA 30GB Solid State Drive [D2CSTEMS1A10-0030],['operating_temperature'],['0°C ~ 70°C'],b15
9797,ID_526,Certified Pre-Loved 27″ Apple LED Cinema Display,"['operating_temperature', 'color']","['50° to 95° F (10° to 35° C)', '16.7 million']",b15
9794,ID_764,Omeg 2SW Fixing Ring 9mm,['operating_temperature'],['-25°C to +70°C'],b15
11173,ID_2818,2 Port USB 2.0 Extender over Cat5 or Cat6 - Up to 330 ft (100m),"['port', 'power_source', 'plug_type', 'voltage', 'operating_temperature', 'color']","['2', 'AC Adapter Included', 'M', '100 ~ 240 AC', '0°C to 50°C (32°F to 122°F)', 'Black']",b15
5873,ID_12636,HP MultiSeat T100 Thin Client BM490AA,"['ethernet', 'operating_temperature', 'color']","['1', '10 - 35 °C', 'Black']",b15
4964,ID_10885,QLogic 8GB PCI Express Fibre Channel Adapter Low Profile,"['department', 'network', 'operating_temperature']","['Electronics', 'Wired', '0 - 55 °C']",b15
9793,ID_6058,HP Jetdirect 620n Internal Ethernet LAN Grey print server,['operating_temperature'],['0 - 55 °C'],b15
4013,ID_7634,Samsung 850 EVO,"['color', 'internal', 'operating_temperature']","['Black', 'Yes', '0 - 70 °C']",b15
4795,ID_7775,2017 Chevrolet Silverado 2500HD Work Truck,"['cruise_control', 'body', 'mileage', 'ext_color', 'drive_size', 'transmission']","['Electronic Brakeforce Distribution', 'Pickup', '1', 'SUMMIT WHITE', '4X4', 'Shiftable Automatic']",b17
11658,ID_13743,LEGO Knights Kingdom Knight's Catapult Exclusive Set #4816,"['product', 'company']","['Set', 'LEGO']",b17
5424,ID_17385,2017 Ford Mustang Shelby GT350 Fastback Edmond OK,"['drive', 'color', 'door', 'body', 'ext_color', 'transmission', 'mileage', 'int_color']","['RWD', 'Oxford White', '2', 'Car', 'Oxford White', 'Manual', '8', 'Ebony']",b17
5427,ID_8160,2017 Ford Edge SEL Anderson SC,"['drive', 'engine', 'color', 'door', 'body', 'ext_color', 'transmission', 'mileage', 'int_color']","['AWD', '3.5L V6 Ti-VCT', 'Magnetic', '4', 'SUV', 'Magnetic', '6-Speed Automatic', '0', 'Ebony']",b17
5428,ID_16639,2017 Ford F-150 XL Anderson SC,"['drive', 'engine', 'color', 'door', 'body', 'ext_color', 'transmission', 'mileage', 'int_color']","['RWD', '2.7L V6 EcoBoost', 'Ingot Silver', '4', 'Truck', 'Ingot Silver', '6-Speed Automatic Electronic', '0', 'Medium Earth Gray']",b17
5898,ID_6471,"$17,450 2016 Jeep Renegade Latitude",['ext_color'],['Black'],b17
5899,ID_18934,"$11,794 2009 Pontiac Solstice",['ext_color'],['Red'],b17
5901,ID_5625,"$34,950 1955 Chevrolet 150",['ext_color'],['Black'],b17
4470,ID_3264,LEGO Teenage Mutant Ninja Turtles Karai Bike Escape Set #79118,"['company', 'product']","['LEGO', 'Set']",b17
5902,ID_4783,"$18,250 1987 Cadillac Seville",['ext_color'],['White'],b17
5903,ID_14380,"$127,900 2000 Ferrari 360 Modena","['ext_color', 'location']","['Black', 'Sacramento, CA']",b17
5904,ID_10359,"$35,625 2017 Ram 1500 ST","['ext_color', 'mileage', 'location']","['White', '20', 'Roseville, CA']",b17
5905,ID_1229,"$39,525 2017 Chevrolet Silverado 1500 Custom","['ext_color', 'mileage', 'location']","['Silver', '4', 'San Jose, CA']",b17
5906,ID_15071,New 2017 Toyota Tundra,"['ext_color', 'year', 'car_type', 'model']","['Black', '2017', 'New', 'Tundra']",b17
5900,ID_19170,"$3,995 2003 Chevrolet Cavalier Base",['ext_color'],['Red'],b17
17199,ID_19114,2010 Infiniti G37X Luxury-(SOLD),"['year', 'exterior', 'door', 'interior', 'fuel', 'city', 'cylinders', 'transmission']","['2010', 'Red', '4', 'Beige', 'Unknown', 'Hamilton', '6', 'Automatic']",b17
4469,ID_15716,Funko POP! Books Cthulhu Vinyl Figure #03,"['company', 'product']","['Funko', 'Vinyl Figure']",b17
8977,ID_13127,2013 Volkswagen Golf ONLY $19 DOWN $58/WKLY!!,"['model', 'year', 'interior', 'fuel', 'city', 'engine', 'cylinders', 'exterior', 'transmission']","['Golf', '2013', 'Black', 'Gasoline', 'Ottawa', '2.50', '5', 'White', 'Manual']",b17
1019,ID_461,"4308 GEORGIA AVE NW #501, WASHINGTON, DC 20011","['basement', 'city']","['No', 'WASHINGTON']",b17
1020,ID_10562,"4316 14TH NW #3, WASHINGTON, DC 20011","['basement', 'city']","['No', 'WASHINGTON']",b17
2409,ID_9709,2013 Lexus Gx 460,"['city', 'engine', 'interior', 'company', 'exterior', 'door', 'fuel_type', 'transmission']","['Carlsbad, CA', '8 Cylinder', 'unknown', 'Toyota Carlsbad', 'unknown', 'Four door', 'unknown', 'Automatic']",b17
9126,ID_8926,7000 Force Helmet - Shiro,"['name', 'city']","['Age', 'State']",b17
2411,ID_17055,2002 Toyota Camry le/xle/se,"['city', 'engine', 'interior', 'drivetrain', 'company', 'exterior', 'door', 'fuel_type', 'transmission']","['Sunnyvale', 'unknown', 'unknown', 'Front', 'Toyota Sunnyvale', 'unknown', 'Four door', 'unknown', 'unknown']",b17
2412,ID_4869,2015 Nissan Juke s/sv/sl/nismo,"['city', 'engine', 'interior', 'drivetrain', 'company', 'exterior', 'door', 'fuel_type', 'transmission']","['Sunnyvale', 'unknown', 'unknown', 'Front', 'Toyota Sunnyvale', 'unknown', 'Four door', 'unknown', 'unknown']",b17
2413,ID_16887,2009 Ford Escape XLT 4x4 V6 LOCAL TRADE IN,"['city', 'engine', 'model', 'year', 'exterior', 'address', 'door', 'interior', 'phone', 'transmission', 'fuel']","['Hamilton', '3.00', 'Escape', '2009', 'Grey', '1575 Main Street East', '4', 'Black', '1-888-816-7437', 'Automatic', 'Gasoline']",b17
2410,ID_16346,2009 Gmc Acadia sle,"['city', 'engine', 'interior', 'drivetrain', 'company', 'exterior', 'door', 'fuel_type', 'transmission']","['Sunnyvale', 'unknown', 'unknown', 'Front', 'Toyota Sunnyvale', 'unknown', 'Four door', 'unknown', 'unknown']",b17
2415,ID_10891,2015 GMC Sierra 1500 SLT,"['city', 'engine', 'price', 'transmission', 'vin', 'color']","['Zip', 'Fuel Type', 'Year', 'Posted in', 'Mileage', 'Interior Color']",b17
2416,ID_18839,FIAT Panda 4X4 1986 - 1992,"['city', 'fuel_type', 'cylinders', 'fuel']","['-', 'Carburetor', 'L4', 'Gasoline']",b17
2417,ID_16702,2016 Hyundai Elantra SE,"['city', 'fuel_type', 'price', 'transmission', 'vin', 'color']","['Zip', 'Drive Type', 'Year', 'Posted in', 'Mileage', 'Engine']",b17
2418,ID_10445,"2014 Acura TL Base AWD, TECHNOLOGY PACKAGE, TINT","['city', 'year', 'exterior', 'interior', 'transmission', 'fuel']","['Hamilton', '2014', 'Black', 'Black', 'Automatic', 'Gasoline']",b17
8972,ID_19203,2010 Chrysler 300 Limited | Leather | No Accident History,"['model', 'year', 'door', 'interior', 'fuel', 'city', 'engine', 'cylinders', 'transmission']","['300', '2010', '4', 'Charcoal', 'Gasoline', 'Brampton', '3.50', '6', 'Automatic']",b17
2414,ID_7546,2014 Chevrolet Silverado 1500 Work Truck,"['city', 'engine', 'price', 'transmission', 'vin', 'color']","['Zip', 'Fuel Type', 'Year', 'Posted in', 'Mileage', 'Interior Color']",b17
3805,ID_11880,"Air Purifier, Mont Blanc Grande","['color', 'child_lock']","['Gold', 'Yes']",b19
2377,ID_9872,DV7700 7.4 cu. ft. Large Capacity (Gas) Front Load Dryer (White),"['child_lock', 'power_source', 'color', 'reversible_door', 'energy_star', 'screen_type']","['Yes', 'Gas', 'White', 'Yes', 'Yes', 'LED']",b19
2378,ID_14280,7.3 cu. ft. Ultra Large Capacity High Efficiency Front Control SteamDryer w/ EasyLoad Door,"['child_lock', 'reversible_door', 'energy_star']","['Yes', 'Yes', 'Yes']",b19
2380,ID_10744,LG BP250 Blu-Ray Disc/DVD Player,"['child_lock', 'usb']","['Yes', '1']",b19
2382,ID_5142,Parabit CA-DM-620V-IR80-VAN 620 TVL Camera,"['chip_inch_size', 'color', 'electrical_specifications', 's_n_signal_noise_ratio_db', 'signal_mode', 'sensitivity_lux', 'synchronisation']","['1/3', 'Color / Monochrome', 'Voltage: 12 V DC', '50', 'NTSC', '0', 'Internal']",b2
2383,ID_6068,Hikvision DS-2CD2532F-IS 1/3-inch true day/night IP camera,"['chip_inch_size', 'color', 'electrical_specifications', 'specialist_type', 'sensitivity_lux', 'compression']","['1/3', 'True Day / Night', 'Voltage: 12 V DC Power Consumption: 7 W', 'Infrared', '0', 'H.264/MJPEG']",b2
2381,ID_933,Vicon IQ863WE 3.1MP H.264 All-Weather Outdoor IP Camera,"['chip_inch_size', 'color', 'compression', 'specialist_type']","['1/3', 'True Day / Night', 'H.264, M-JPEG', 'Megapixel']",b2
2386,ID_7417,Bosch VDC-275-10 Indoor Dome Camera,"['chip_inch_size', 'color', 'indooroutdoor', 's_n_signal_noise_ratio_db', 'resolution_tvl', 'signal_mode', 'mount', 'dome_type']","['1/3', 'Color / Monochrome', 'Indoor', '50', '650', 'PAL, NTSC', 'Surface', 'PTZ']",b2
2387,ID_15879,360 Vision External VisionDome - 18x Col/Mono External Dome Camera With 1/4 Inch Chip,"['chip_inch_size', 'color', 'indooroutdoor', 's_n_signal_noise_ratio_db', 'video_output', 'resolution_tvl', 'sensitivity_lux', 'signal_mode', 'dome_type']","['1/4', 'Color / Monochrome', 'Outdoor', '50', '1 Vp-p, 75 ohms', '520', '0.01', 'PAL', 'Continuous Rotation']",b2
2391,ID_6551,Bosch NIN-832-V10P Day/night HD IP Dome Camera,"['chip_inch_size', 'color', 'signal_mode', 'indooroutdoor', 's_n_signal_noise_ratio_db', 'resolution_tvl', 'sensitivity_lux', 'dome_type']","['1/3', 'Color / Monochrome', 'PAL / NTSC', 'Indoor/Outdoor', '> 50', '2 MP', '0.1', 'PTZ']",b2
2393,ID_16529,Videotec NXPTZT1PVW0X00A Stainless Steel Positioning Unit,"['chip_inch_size', 'color', 'zoom_ratio', 'resolution_tvl', 'indooroutdoor', 'compression', 'sensitivity_lux']","['1/4', 'Color / Monochrome', 'x36', '550', 'Indoor/Outdoor', 'H.264, JPEG', '0.01']",b2
2389,ID_2926,LTV Europe LTV-IWCDM2-SD7230L-F2.8 3MP Wi-Fi Indoor Dome Camera,"['chip_inch_size', 'color', 'resolution_tvl', 'indooroutdoor', 'compression', 's_n_signal_noise_ratio_db', 'sensitivity_lux', 'dome_type']","['1/3', 'Color / Monochrome', '3 MP', 'Indoor', 'H.264, MJPEG', '> 50', '0', 'Static']",b2
2392,ID_4897,Bosch MIC-7230-PB4 Day/night HD IP Dome Camera,"['chip_inch_size', 'color', 'zoom_ratio', 'indooroutdoor', 's_n_signal_noise_ratio_db', 'mount', 'dome_type']","['1/3', 'Color / Monochrome', 'x30', 'Outdoor', '> 50', 'Wall', 'PTZ']",b2
2390,ID_12867,Samsung SCD-2022 700 TV Lines Day & Night Fixed Dome Camera,"['chip_inch_size', 'color', 'resolution_tvl', 'synchronisation']","['1/3', 'Color / Monochrome', '700', 'Internal']",b2
2388,ID_5800,Bolide BC1909-IRODVA28 900TVL Superb Resolution Varifocal IP66 Dome Camera,"['chip_inch_size', 'color', 'indooroutdoor', 'video_output', 'sensitivity_lux', 'signal_mode', 'dome_type']","['1/3', 'Color / Monochrome', 'Indoor/Outdoor', 'BNC', '0', 'NTSC', 'Static']",b2
4041,ID_19079,The GNSD861 And GNSD881 Two New IP Dome Cameras From Geutebruck,"['color', 'mount', 'synchronisation', 'chip_inch_size', 'dome_type', 'rotation_angleso', 'zoom_ratio', 'indooroutdoor', 'video_output', 's_n_signal_noise_ratio_db', 'resolution_tvl', 'presets', 'sensitivity_lux']","['Color / Monochrome', 'Ceiling, Wall', 'Internal, External', '1/4', 'Continuous Rotation', '360 pan, 180 tilt', 'x36', 'Indoor/Outdoor', '1.0 Vp-p, 75 Ohms', '> 50', '530', '256', '0.01']",b2
2385,ID_15704,RIVA RC3102HD-5211 True Day/night Full HD IP Dome Camera,"['chip_inch_size', 'color', 'indooroutdoor', 'compression', 'sensitivity_lux', 'dome_type']","['1/3', 'True Day / Night', 'Indoor', 'H.264, MJPEG', '0.001', 'Static']",b2
2395,ID_752,DVTEL CM-4221-00 Day/night HD Indoor Mini-dome Fixed Camera,"['chip_inch_size', 'dome_type', 'color', 'indooroutdoor', 'compression', 'sensitivity_lux']","['1/3', 'Static', 'Monochrome', 'Indoor', 'H.264, MJPEG', '0.3']",b2
13786,ID_18055,Hikvision DS-7208HI-SL 8-channel Standalone DVR,"['signal_mode', 'compression', 'channels']","['PAL / NTSC', 'H.264', '8']",b2
4632,ID_14520,LED Bedside Reading Light - Long Extending Arm,"['construction', 'ip_rating']","['Steel', 'IP20']",b2
7191,ID_11033,Cooke & Lewis Danube Illuminated Bathroom Rectangle Mirror (W)390mm (H)500mm,"['frame', 'ip_rating', 'voltage']","['Frameless', 'IP44', '220-240V']",b2
7801,ID_9069,Telemecanique Through Beam (Emitter) Photoelectric Sensor 30 m Detection Range None Block Style IP65 XUK0AKSAM12T,"['housing_material', 'ip_rating']","['PBT', 'IP65']",b2
7807,ID_11808,XACA2053,"['housing_material', 'package_quantity', 'termination', 'ip_rating']","['Plastic', '1', 'Screw', 'IP65']",b2
1597,ID_13071,Ricoh WG-30 Specifications,"['bulb_base', 'ntscpal_switchable_video', 'sensor_type', 'hd_video_out', 'self-cleaning', 'aperture_priority', 'waterproof', 'nfc', 'memory_type', 'digital_zoom', 'shutter_priority', 'battery', 'sensor_size', 'memory_type', 'image_stabilization', 'remote_control', 'timer', 'full_manual_exposure', 'rear_display_resolution', 'viewfinder', 'manual_focus', 'zoom_ratio', 'touchscreen', 'viewfinder', 'aspect_ratio', 'auto_focus_assist_light', 'wifi', 'microphone_jack', 'sensor_type', 'headphone_jack', 'external_connections', 'raw_capture_support', 'lens_mount', 'camera', 'thread_type', 'bluetooth', 'pictbridge_compliant', 'exposure_compensation']","['No', 'n/a', 'CMOS', 'Yes', 'No', 'No', 'Yes', 'No', 'Internal', 'Yes', 'No', 'Lithium-ion rechargeable', '28.0735mm2 (6.17mm x 4.55mm)', 'SD / SDHC / SDXC', 'No', 'Yes', '2 or 10 seconds', 'No', '230,000 dots', 'No / LCD', 'Yes', '5.00x', 'No', 'No', '4:3', 'Yes', 'No', 'No', '1/2.3 inch', 'No', 'USB 2.0 High Speed', 'No', 'n/a', 'Compact', 'n/a', 'No', 'No', '+/- 2.0EV in 0.3EV steps']",b2
9257,ID_1544,Fujifilm JX350 Specifications,"['ntscpal_switchable_video', 'sensor_type', 'hd_video_out', 'microphone_jack', 'self-cleaning', 'wifi', 'lens_mount', 'timer', 'digital_zoom', 'pictbridge_compliant', 'composite_video_out', 'shutter_priority', 'battery', 'sensor_size', 'memory_type', 'image_stabilization', 'remote_control', 'full_manual_exposure', 'rear_display_resolution', 'viewfinder', 'manual_focus', 'camera', 'bulb_base', 'aperture_priority', 'touchscreen', 'viewfinder', 'aspect_ratio', 'auto_focus_assist_light', 'sensor_type', 'headphone_jack', 'external_connections', 'raw_capture_support', 'zoom_ratio', 'waterproof', 'thread_type', 'bluetooth', 'exposure_compensation']","['Yes', 'CCD', 'No', 'No', 'No', 'No', 'n/a', '2, 10 seconds', 'Yes', 'No', 'Yes', 'No', 'Lithium-ion rechargeable', '28.0735mm2 (6.17mm x 4.55mm)', 'SD / SDHC', 'No', 'No', 'No', '230,000 dots', 'LCD', 'No', 'Compact', 'No', 'No', 'No', 'No', '4:3, 16:9', 'No', '1/2.3 inch', 'No', 'USB 2.0 High Speed', 'No', '5.00x', 'No', 'n/a', 'No', '+/- 2.0EV in 0.3EV steps']",b2
9258,ID_18507,Nikon S01 Specifications,"['ntscpal_switchable_video', 'sensor_type', 'self-cleaning', 'aperture_priority', 'wifi', 'lens_mount', 'timer', 'digital_zoom', 'pictbridge_compliant', 'composite_video_out', 'shutter_priority', 'battery', 'image_stabilization', 'headphone_jack', 'full_manual_exposure', 'rear_display_resolution', 'viewfinder', 'manual_focus', 'camera', 'memory_type', 'touchscreen', 'viewfinder', 'aspect_ratio', 'auto_focus_assist_light', 'microphone_jack', 'external_connections', 'raw_capture_support', 'zoom_ratio', 'bulb_base', 'waterproof', 'thread_type', 'bluetooth', 'exposure_compensation']","['Yes', 'CCD', 'No', 'No', 'No', 'n/a', '2 or 10 seconds', 'Yes', 'Yes', 'Yes', 'No', 'Lithium-ion rechargeable', 'No', 'No', 'No', '230,000 dots', 'LCD', 'No', 'Ultra Compact', 'Internal', 'Yes', 'No', '4:3', 'Yes', 'No', 'USB 2.0 High Speed', 'No', '3.00x', 'No', 'No', 'n/a', 'No', '+/- 2.0EV in 0.3EV steps']",b2
9256,ID_4130,Samsung ST93 Specifications,"['ntscpal_switchable_video', 'microphone_jack', 'self-cleaning', 'waterproof', 'lens_mount', 'shutter_priority', 'sensor_size', 'image_stabilization', 'full_manual_exposure', 'manual_focus', 'bulb_base', 'aperture_priority', 'touchscreen', 'viewfinder', 'aspect_ratio', 'auto_focus_assist_light', 'wifi', 'camera', 'sensor_type', 'headphone_jack', 'zoom_ratio', 'thread_type', 'bluetooth', 'pictbridge_compliant']","['n/a', 'No', 'No', 'No', 'n/a', 'No', '28.0735mm2 (6.17mm x 4.55mm)', 'Yes', 'No', 'No', 'No', 'No', 'No', 'No', '4:3', 'No', 'No', 'Ultra Compact', '1/2.3 inch', 'No', '5.00x', 'n/a', 'No', 'No']",b2
13099,ID_9837,Nikon S60 Specifications,"['sensor_type', 'hd_video_out', 'microphone_jack', 'self-cleaning', 'wifi', 'nfc', 'digital_zoom', 'composite_video_out', 'battery_form_factor', 'shutter_priority', 'sensor_size', 'memory_type', 'image_stabilization', 'remote_control', 'full_manual_exposure', 'rear_display_resolution', 'viewfinder', 'manual_focus', 'camera', 'bulb_base', 'aperture_priority', 'memory_type', 'touchscreen', 'viewfinder', 'aspect_ratio', 'auto_focus_assist_light', 'sensor_type', 'headphone_jack', 'external_connections', 'lens_mount', 'zoom_ratio', 'waterproof', 'thread_type', 'bluetooth', 'pictbridge_compliant']","['CCD', 'Yes', 'No', 'No', 'No', 'No', 'Yes', 'Yes', 'Proprietary', 'No', '28.0735mm2 (6.17mm x 4.55mm)', 'SD / SDHC', 'No', 'No', 'No', '230,000 dots', 'LCD', 'No', 'Compact', 'No', 'No', 'built-in memory', 'No', 'No', '4:3, 16:9', 'No', '1/2.3 inch', 'No', 'USB 2.0 High Speed', 'n/a', '5.00x', 'No', 'n/a', 'No', 'No']",b2
13103,ID_16880,Olympus FE-190 Specifications,"['sensor_type', 'microphone_jack', 'self-cleaning', 'aperture_priority', 'wifi', 'lens_mount', 'memory_type', 'digital_zoom', 'composite_video_out', 'shutter_priority', 'sensor_size', 'image_stabilization', 'remote_control', 'headphone_jack', 'full_manual_exposure', 'viewfinder', 'manual_focus', 'camera', 'touchscreen', 'viewfinder', 'auto_focus_assist_light', 'sensor_type', 'zoom_ratio', 'bulb_base', 'aspect_ratio', 'waterproof', 'thread_type', 'bluetooth', 'pictbridge_compliant']","['CCD', 'No', 'No', 'No', 'No', 'n/a', 'Internal', 'Yes', 'Yes', 'No', '24.7104mm2 (5.76mm x 4.29mm)', 'No', 'No', 'No', 'No', 'LCD', 'No', 'Compact', 'No', 'No', 'No', '1/2.5 inch', '3.00x', 'No', '4:3', 'No', 'n/a', 'No', 'Yes']",b2
7809,ID_4197,XUB5BPANM12,"['housing_material', 'packaging', 'ip_rating']","['Brass', 'Bulk', 'IP65']",b2
8163,ID_18552,"Telemecanique Ultrasonic Sensor Barrel 1 m Analogue, 4-Pin M12 Connector",['ip_rating'],['IP67'],b2
2394,ID_14347,Samsung SCV-5083 950 TV Line WDR Dome Camera,"['chip_inch_size', 'color', 'zoom_ratio', 's_n_signal_noise_ratio_db', 'sensitivity_lux', 'synchronisation']","['1/3', 'Color / Monochrome', 'x16', '52', '0.001', 'Internal, Line-lock']",b2
8165,ID_17054,Qubino Flush 1D Relay Plus [ZMNHND1],['ip_rating'],['IP20'],b2
1607,ID_165,Fujifilm A920 Specifications,"['bulb_base', 'wifi', 'nfc', 'digital_zoom', 'waterproof', 'battery_form_factor', 'remote_control', 'full_manual_exposure', 'viewfinder', 'camera', 'aperture_priority', 'auto_focus_assist_light', 'external_connections', 'zoom_ratio', 'pictbridge_compliant', 'ntscpal_switchable_video', 'microphone_jack', 'lens_mount', 'timer', 'composite_video_out', 'thread_type', 'shutter_priority', 'self-cleaning', 'image_stabilization', 'manual_focus', 'memory_type', 'touchscreen', 'viewfinder', 'aspect_ratio', 'headphone_jack', 'raw_capture_support', 'bluetooth']","['No', 'No', 'No', 'Yes', 'No', '2 x AA', 'No', 'No', 'LCD', 'Compact', 'No', 'No', 'USB 2.0 Full (LOW) Speed', '4.00x', 'No', 'Yes', 'No', 'n/a', '2 or 10 seconds', 'Yes', 'n/a', 'No', 'No', 'No', 'No', 'built-in memory', 'No', 'No', '4:3, 3:2', 'No', 'No', 'No']",b2
1608,ID_3241,Fujifilm A900 Specifications,"['bulb_base', 'wifi', 'nfc', 'digital_zoom', 'waterproof', 'battery_form_factor', 'remote_control', 'full_manual_exposure', 'viewfinder', 'camera', 'aperture_priority', 'external_connections', 'zoom_ratio', 'pictbridge_compliant', 'ntscpal_switchable_video', 'microphone_jack', 'auto_focus_assist_light', 'lens_mount', 'timer', 'composite_video_out', 'thread_type', 'shutter_priority', 'self-cleaning', 'image_stabilization', 'manual_focus', 'memory_type', 'touchscreen', 'viewfinder', 'aspect_ratio', 'headphone_jack', 'raw_capture_support', 'bluetooth']","['No', 'No', 'No', 'Yes', 'No', '2 x AA', 'Yes', 'No', 'LCD', 'Compact', 'No', 'USB 2.0 High Speed', '4.00x', 'No', 'Yes', 'No', 'No', 'n/a', '2 or 10 seconds', 'Yes', 'n/a', 'No', 'No', 'No', 'No', 'Internal', 'No', 'No', '4:3, 3:2', 'No', 'No', 'No']",b2
8166,ID_4451,"KC HiLiTES 6"" Gravity LED G6 Optical Insert Lights, Spot Beam Pattern - Pair","['ip_rating', 'application']","['IP68', 'Universal']",b2
2384,ID_1516,Dahua Technology DH-CA-D190CP-IN HDIS Mini Dome Camera,"['chip_inch_size', 'color', 'electronic_shutter_range', 'signal_mode', 'sensitivity_lux', 'synchronisation', 'dome_type']","['1/3', 'Color / Monochrome', '1/50s ~ 1/100,000s', 'PAL', '0.05', 'Internal', 'Static']",b2
8168,ID_408,"Illum Push Button Operator, 30mm, Green","['ip_rating', 'lamp_type', 'color']","[': 66', ': LED', ': Green']",b2
8169,ID_16670,"TELEMECANIQUE SENSORS XS130BLPAM12 Proximity Sensor, Inductive, 30mm, PNP, NO","['ip_rating', 'ships_to', 'numberofitems', 'location']","['67,', 'US & many other countries,', '1,', 'United States,']",b2
8170,ID_2160,"Illum Push Button Operator, 30mm, No Cap","['ip_rating', 'standard']","[': 66', ': UL, CSA, CE']",b2
8171,ID_2972,STEG 260 WALL TRIM RHS WHITE,"['ip_rating', 'standard']","['IP20', 'CE']",b2
8172,ID_16704,"Non-Illum Push Button Operator, Mushroom","['ip_rating', 'standard']","[': 66', ': UL, CSA, CE']",b2
9051,ID_16134,Schneider Electric XB6 Illuminated Red Push Button Momentary,"['mount', 'ip_rating']","['Flush Mount', 'IP65']",b2
12530,ID_5227,Gewiss 16A and 32A Industrial 90 Degree Flush Mounting Inlets,"['rated', 'rohs', 'ip_rating', 'color']","['32A', 'Compliant Buy Price per unit', 'IP44', 'Blue']",b2
13122,ID_11467,"Schneider Electric 9001 Series, Black Push Button Head, Momentary, 31mm Cutout","['series', 'ip_rating']","['9001', 'IP66']",b2
13785,ID_6459,Hunt Electronics HDR-08IE,"['signal_mode', 'color', 'channels']","['PAL/NTSC', 'Color / Monochrome', '8']",b2
13784,ID_8958,Ikegami SDR-D5602,"['signal_mode', 'channels']","['PAL / NTSC', '16']",b2
8164,ID_2443,"Pilot Light Head, White, 22mm",['ip_rating'],[': 66'],b2
13782,ID_13282,DALI DLD-D75 Thermal Imaging Camera,['signal_mode'],['PAL'],b2
3852,ID_17578,DVTEL CP-3211-180 Day/night Indoor HD PTZ Camera,"['color', 'compression', 'mount', 'chip_inch_size', 'dome_type', 'zoom_ratio', 'indooroutdoor', 'rotation_angleso', 'presets', 'sensitivity_lux']","['Color / Monochrome', 'H.264, MJPEG', 'Surface', '1/3', 'PTZ', 'x18', 'Indoor', '360', '256', '0.3']",b2
