,titles,keys,cluster_num
5265,WD 1TB My Passport Portable Hard Drive USB 3.0 Model WDBYNN0010BWT-WESN White,['new'],2
8009,21.2 cc 40 in. Gas Single-Sided Hedge Trimmer,"['ca_carb_compliant', 'start_type', 'power_type', 'assembly_required', 'commercial']",2
5263,Weise-toys 1/32 Scale Die-Cast Metal Model FENDT FAVORIT 514 C,"['scale', 'unit_type']",2
8011,"1.0555 to 1.0945 Inch Drill Diameter, 9.291 Inch Drill Depth, 1-1/4 Inch Diameter, Through Coolant, Replaceable Tip Drill",['point_angle'],2
8012,New Genuine Apple MD823AM/A Lightning to 30-Pin Adapter for iPod/iPad/iPhone,['new'],2
8013,1999 Mercedes-Benz CL600,"['drive_train', 'epa_classification', 'transmission', 'seating']",2
5262,"Sandvik Coromant RAG151.32-25R-30 Steel T-Max Q-Cut Boring Bar for Grooving Holder, 25 mm Shank Diameter, 0.669"" Maximum Depth of Cut",['availability'],2
8015,29.5 in. x 47.5 in. V-4500 Series Left-Hand Casement Vinyl Window with Grids - Brown,"['energy_star_qualified', 'grid_pattern', 'hardware_colorfinish_family', 'u-factor', 'interior_colorfinish_family', 'window_use_type', 'window_type', 'exterior_colorfinish_family', 'number_of_locks', 'solar_heat_gain_coefficient', 'lock_type', 'features', 'frame_material']",2
5264,"2016 Hyundai Santa Fe - $21,900","['views', 'drive_type', 'doors', 'interior', 'status', 'transmission', 'fuel']",2
8045,2015 LAND ROVER RANGE ROVER SPORT 5.0 SVR V8 (550HP) Unregister 1.88 Interest Rate,"['year_register', 'locations', 'engine', 'year', 'transmission', 'mileage', 'color']",2
5300,Volkswagen Golf 2.0 TDI GTD 3dr (2014),"['technical', 'interior', 'previous_owners', 'fuel', 'dimension', 'exterior']",2
5303,"Eaton 2982-SP-L 660-Watt, 250-Volt Metal Shell Interior Lamp holder One Circuit Pull Chain Switch","['type_of_bulb', 'certification']",2
7867,Hallowell AquaMax 2 Tier 1 Wide School Locker; Taupe,['number_of_shelves'],2
5339,"Industrial Work Day Enamel Paints, 16 Oz Aerosol Can, Gloss Black by Krylon",['color'],2
5337,Faucet with Spray,"['installation', 'type', 'color_finish', 'configuration', 'price', 'general_style']",2
7871,3/4 in. x 7/8 in. Fully Reversible Ratcheting Offset Box Wrench,"['number_of_pieces', 'measurement_standard', 'individualset', 'color_family', 'tools_product_type']",2
7873,Northeast Lantern Antique Brass Four-Light Chandelier,['resources'],2
7875,Kimberly-Clark KLEENGUARD* A20 Breathable Particle Protection Apparel - 2XL - 49005,['color'],2
5334,"Mobile Workbench Cabinet, 1200 lb., 27 In.","['finish', 'caster_type', 'number_of_doors', 'number_of_shelves', 'color']",2
5333,4-40 Tapered Ultrasonic Insert - Double Vane - Dv-004-Th - Pkg Qty 100,"['package_quantity', 'description']",2
7878,Spirit E-310 3-Burner Propane Gas Grill,"['accessories_included', 'certifications_and_listings', 'assembly_required', 'ignition_type', 'color_family', 'number_of_burners', 'outdoor_living_product_type', 'color']",2
7879,Details about Samsung Galaxy Grand Duos GT-I9082 4GB 8MP Dual SIM Android Smartphone White,"['color', 'operating_system', 'carrier']",2
7880,"Mobile Workbench Cabinet, 3600 lb., 53"" L","['finish', 'gauge', 'number_of_doors', 'number_of_shelves', 'number_of_drawers', 'color', 'caster_material']",2
7881,Toyota Yaris Icon + Vvt-I (2014),"['technical', 'interior', 'previous_owners', 'fuel', 'dimension', 'exterior']",2
7882,Belkin CGA/EGA Monitor or Serial Mouse Extension Cable F2N209-06-T,"['product_series', 'device_supported', 'product_type', 'packaged_quantity', 'package_type', 'color']",2
5332,Tripp Lite Protect It! SK30USB 5-Outlets Surge Suppressor,"['product_line', 'form_factor', 'http', 'product_type']",2
5331,"2017 BMW X3 $49,745","['transmission', 'color', 'features', 'mileage']",2
7864,Shop with us for the NB-4L Lithium-Ion Battery - Rechargeable Ultra High Capacity (900 mAh) - replacement for Canon NB-4L Battery,['chemistry'],2
7863,"Traveler's Journey Cherry Quartz and Labradorite ""Elephant"" 2-Tone Sterling Silver Ring","['packaging', 'metal_stamp', 'metal_type', 'metal_color']",2
7862,HP Thin Client t5145 - Eden 500 MHz,"['monitor_type', 'service_support_details', 'data_link_protocol', 'sound_output_mode', 'max_supported_qty', 'humidity_range_operating', 'installed_qty', 'memory_type']",2
7861,"Crosley Furniture Bradenton Navy Outdoor Wicker Bar Height Stool, Set of 2",['assembly'],2
7833,4-1/2 in. Brass Heavy Duty Triple Coat Hook,"['number_of_hooks', 'storage_product_type', 'installation_type', 'color_family', 'returnable', 'hook_type']",2
7838,Acer Aspire ES1-132-C13M,"['operating_system', 'device_type', 'productgroep']",2
7839,"Makita T-01725 Impact Drill-Driver Bit Set, Black Oxide, 70-Piece","['finish', 'number_of_pieces', 'batteries_included']",2
5351,"Tape Logic® Write-On Rectangle Inventory Label Roll, 6' x 4', Fluorescent Green, Roll Of 500 Item # 263408","['shape', 'quantity', 'label_format', 'label_features', 'label_type', 'number_of_labels_per_sheetroll', 'machine_compatibility', 'label_use']",2
7842,1/4 in.-20 x 1/2 in. Phillips-Slotted Round-Head Machine Screws (2-Pack),"['finish', 'fastener_head_style', 'finish_family', 'measurement_standard', 'package_quantity', 'screw_length', 'size', 'drive_style', 'self_tapping', 'primary_use', 'head_style', 'fastenerconnector_material', 'indooroutdoor', 'coated', 'fastener_thread_type', 'self_drilling', 'fastener_type', 'fastener_plating']",2
7843,Aperto Outdoor Floral DN17 Rug,['weave'],2
7844,Speakers & Transducers EXCITER SLIM MOUNT 33MM 8 OHM 2W (1 piece),['measurement_system'],2
5330,"Wardrobe Locker, Assembled, 3 Tier, 1-Point","['opening_width', 'finish', 'locker_door_type', 'green_certification_or_other_recognition', 'item', 'handle_type', 'assembledunassembled', 'includes', 'lock_type', 'green_environmental_attribute', 'color']",2
7847,"GFCI Self-Test 20A -125V Duplex Receptacle with Standard Size Wallplate, White","['number_of_outlets', 'package_quantity', 'certifications_and_listings', 'electrical_product_type', 'indooroutdoor', 'color_family', 'colorfinish']",2
5347,Eaton - Cutler Hammer XTPR010BC1,['current_rating'],2
7851,"National Public Seating Steel Triple Brace Folding Chairs, 29 1/2'H x 18 1/4'W x 20 1/4'D, Beige, Pack Of 104 Item # 214738","['lumbar_support', 'assembly_required', 'frame_construction', 'arms', 'recommended_daily_usage', 'leg_caps']",2
7852,"IGUS Cable Carrier, Med, Open, OW5.31In / 135mm - 350-115-150-0-4",['package_quantity'],2
5346,MSI Vortex G65VR SLI-091 Desktop Computer - Intel Core i7 (6th Gen) i7-6700K 4 GHz - Small Form Factor - Aluminum Black,"['network_communication', 'warranty']",2
7854,No Ka 'Oi Paia-Pa420 Stone And Glass Blend Mesh Mounted Floor and Wall Tile - 3 in. x 3 in. Tile Sample,"['tile_material', 'product_thickness_mm', 'returnable', 'number_of_tiles_per_case', 'indooroutdoor', 'mosaic_sub_unit_width_in', 'commercial_residential', 'mosaic_sub_unit_length_in', 'suggested_grout_line_size', 'style_type', 'color_family', 'flooring_product_type']",2
7857,"Princeton Series 5400 Natural Bristle Paint Brush, Size 12, Round Bristle, Natural, Brown Item # 537292","['paint_type', 'quantity', 'color']",2
7859,Lloytron D2601 LED Work Light Yellow Long Life LED Technology With Magnetic Base,['colour'],2
7848,SAND DCLNL 20 4D RC CLMP. TOOLHOLDER 5730548,['hand_orientation'],2
5302,"10"" Super Streetfighter Torque Converter 1965-91 GM TH350/TH400 With Dual Bolt Pattern",['quantity'],2
7886,SMSL sApII Pro TPA6120A2 Big Power Integrated Amplifier Free Shipping Amplifier Cheap Amplifier Cheap Amplifier,"['package', 'quantity', 'channels']",2
7888,"Stainless Steel Mobile Narrow Work Stand w/ 3 Shelves, 1 Drawer, Steel Rigs & 5"" Urethane Casters",['freight_class'],2
7917,Maui Jim Pearl City Sunglasses - Black and Blue Frame/Neutral Grey Lens,"['uv_protection', 'lens_material', 'hinge_type', 'frame_material', 'frame_color']",2
5312,Laptop Lenovo X1 Carbon i5 3317U 4GB DDR3 128 SSD Webcam 3G 14inch Windows 7 Professional,"['webcam', 'wireless', 'usb_30']",2
5311,"Oriental Furniture Bridge at Searose and Irises in Monets Garden Art Print Room Divider Screen, Width - 48 Inches",['finish'],2
5310,"Item # LC1D65E7, Old Type TeSys D IEC Contactor - 65A - Vac Coil","['rohs', 'csa_file']",2
7921,Mercedes-Benz C Class C220d AMG Line Premium 4dr Auto (2017),"['technical', 'interior', 'previous_owners', 'fuel', 'exterior']",2
5309,3M™ Speedglas™ Headband Assembly Kit SL 05-0660-00 1 EA/Case,['product_type'],2
7923,"Square D 8903SQO2V04 Lighting Contactor, 100A, 3-Pole, 277V Coil","['package_quantity', 'hz', 'ships_to', 'number_of_poles']",2
7924,eSPORTS Cmmndr Red Light Combo (KBCMCPLBDUS01),"['product_type', 'pointing_device_connectivity_technology', 'platform_supported', 'pointing_device_type', 'device_supported', 'keyboardkeypad_connectivity_technology']",2
5308,"Whynter 14,000 BTU Dual Hose Portable Air Conditioner with 3M Antimicrobial Filter (ARC-143MX)","['number_of_pieces', 'batteries_included']",2
7927,New Sandisk 128GB Ultra Micro SD SDXC TF Card 80MB/s UHS-I Class 10 with Adapter,['compatible_brand'],2
7928,SAND E10R-SDUCL 2 COROTURN BORING BAR 5731586,['hand_orientation'],2
5306,OC03A1001023B105 - Psion Teklogix Omnii RT15 Hand Held Computer,"['display_screen_type', 'screen_mode', 'display_color', 'memory_card_slot']",2
7930,Mulholland 8 in. Oil-Rubbed Bronze Square Appliance Pull,"['finish', 'builders_hardware_product_type', 'hardware_finish_family', 'cabinet_pull_type']",2
5304,HPE NC364m - network adapter,"['product_line', 'data_link_protocol', 'interface', 'installed_qty', 'connectivity_technology', 'qty', 'connector_type', 'packaged_quantity', 'remote_management_protocol', 'ports_qty', 'humidity_range_operating', 'form_factor', 'type', 'compatibility', 'support_details_full_contract_period']",2
7933,Apple Lightning to 3.5 mm Headphone Jack Adapter,"['product_family', 'product_type']",2
7915,ORICO QCK-1U 18W Quick Charge 2.0 Fast USB Wall Travel Charger for Apple Sansung Haiwei xiaomi and Other cell phone #05366223,['color'],2
5314,MC9090-GK0JBHGA2WR - Symbol MC9090 Hand Held Computer,['product_type'],2
7913,Compare Sightron SIII SS 10-50x60LRIRMOA VS Sightmark Core TX 4x32DCR .223/.308 BDC Dual Caliber Riflescope,"['size', 'product_type', 'color']",2
7911,"Prime-Line 3-5/8"" White Plastic Sliding Screen Door Latch and Pull",['finish'],2
5327,"Compatible B322WNC Photo Black, High Yield (Innovera) Ink Cartridge - Branded Compatible","['total_recycled_content_percent', 'global_product_type', 'oemcompatible', 'post-consumer_recycled_content_percent', 'type', 'device_types', 'yield_type', 'supply_type']",2
7891,"Detalhes sobre HTC U Ultra Dual Sim (FACTORY UNLOCKED) 5.7"" QHD 64GB - Black White Blue Pink",['lock_status'],2
7892,"Overland 1 TB 3.5"" Internal Hard Drive - 4 Pack",['green_compliance_certificateauthority'],2
7894,Werma Signaltechnik 975.209.01 Suitable Base With Tube M25 x1.5mm For Series 209,['colour'],2
7895,2W LED Walkway Light 8 Inch,['lamp_type'],2
5325,"EasyNap Embossed Dispenser Napkin - 2 Ply - 6.50"" x 9.85"" - White -...",['color'],2
5324,"Ilsco GPL3902BU ClearChoice® GPL-BU Series Ground Clamp Connector; Bronze, 4/0-4 AWG","['select_code', 'eu_rohs_indicator']",2
5329,Compatible Innovera 7553A Black Toner Cartridge - Branded Compatible,"['oemcompatible', 'type', 'device_types', 'page-yield', 'color', 'colors', 'supply_type']",2
5322,21 in. 159cc OHV Engine 3-in-1 Gas Walk Behind Push Mower,"['power_type', 'assembly_required', 'number_of_blades', 'engine_make', 'ca_carb_compliant', 'start_type', 'refurbished']",2
7901,Xerox Phaser 7750 Original (OEM) Black Laser Toner Cartridge (106R00652),['color'],2
5321,"original For DELL 14271-1 VW5VW 0VW5VW Celeron 3205U SR215 4G integrated Motherboard ,fully tested","['form_factor', 'memory_type', 'quantity', 'application', 'products_status', 'hard_drive_interface', 'category']",2
7903,Conair CMW-100 MICROWAVE OVEN,"['form_factor', 'http', 'product_type', 'color']",2
7904,"Metabo WP820-115 4-1/2 in. 7.5 Amp 11,000 RPM Angle Grinder 601234420 New","['location', 'free_shipping', 'ships_to']",2
5318,"Tops Products Evidence Recycled Steno Book, Gregg Rule, 6 x 9, White, 80 Sheets","['green_compliance_certificateauthority', 'recycled_content', 'assembly_required', 'post-consumer-waste']",2
5317,"Ruckus ZoneDirector 1200 Network Management Device, Licensed for 5 Access Points, 10 100 LAN GE","['warranty-parts', 'warranty-labor']",2
7910,Toyota Auris Touring Sport,"['cc', 'tyre_size_rear', 'cylinders', 'engine_torque_at', 'cylinders-bore', 'alloys', 'turning_circle-kerb_to_kerb', 'engine_power_at', 'mileage', 'no_of_seats', 'cylinders-stroke', '0-60mph', 'space_saver', 'number_of_valves', 'tyre_size_front', 'fuel', 'top_speed', 'engine_torque', 'wheelbase', 'fuel_tank_capacity', 'engine_power', 'transmission', 'max_speed', 'tyre_size_spare', 'cylinder_layout']",2
7900,Tripp Lite USB-C to HDMI Adapter w/ USB Hub USB Charging USB 3.1 to HDMI 4K,['http'],2
4930,Drusilla Natural 6 ft. x 6 ft. Round Area Rug,"['rug_shape', 'construction', 'backing_material', 'cleaning_instructions', 'rug_weave', 'rug_material', 'approximate_rug_size', 'color_family', 'colorfinish', 'features', 'area_rug_pattern', 'area_rug_style', 'flooring_product_type']",2
5245,Jaguar F-type 3.0 Supercharged V6 S 2dr Auto Specifications,"['drive_train', 'cylinders', 'compression_ratio', 'service_interval_frequency-months', 'special_edition', 'special_order', 'engine_layout', 'gears', 'service_interval_mileage', 'warranty_years', 'number_of_valves', 'transmission', 'badge_engine_cc', 'cylinder_layout']",2
5243,2004 54 SEAT LEON 1.8 T FR 20V 5D 177 BHP (2004),"['technical', 'interior', 'previous_owners', 'fuel']",2
5171,"ES Robbins® Foldable 36x48 Rectangle Chair Mat, Task Series for Carpet up to 1/4"" (ES Robbins® 120082) - New & Original","['compliance_standards', 'backing_material', 'shape', 'application', 'type', 'global_product_type', 'colors', 'color']",2
8191,Tap Mach M12 1.75 Pth HSSE 6H STI-M Thd - EMUG-C05135000977,"['finish', 'shank_type', 'type', 'product', 'thread_direction', 'standards', 'flute_type']",2
8192,2014 Chevrolet Silverado 1500 LT,"['speed-sensing_steering', 'illuminated_entry', 'air_conditioning', 'occupant_sensing_airbag', 'remote_keyless_entry', 'driver_door_bin', '1-touch_down']",2
8194,Boheme Matrix 7-3/4 in. x 7-3/4 in. Ceramic Floor and Wall Tile,"['product_thickness_mm', 'tile_material', 'tile_finish', 'dcof_rating', 'number_of_tiles_per_case', 'commercial_residential', 'break_strength_lb', 'suggested_grout_line_size', 'style_type', 'color_family', 'approximate_tile_size', 'flooring_product_type']",2
8195,Acer Aspire ES1-332-P9QY,"['operating_system', 'device_type', 'productgroep']",2
5168,QVS 350MHz CAT5e/RJ45 Male to 2 Female Splitter Cable,"['http', 'connector_on_first_end', 'product_type', 'cable_type']",2
8198,Lexmark 23 Original Black Ink Cartridge,"['availability', 'guarantee', 'quantity']",2
8199,"Boise® Fireworx Pastels Paper, 8 1/2' x 11', 92 Brightness, 20 Lb, 30% Recycled, FSC Certified, Crackling Canary, 500 Sheets Per Ream, Case Of 10 Reams, Pallet Of 40 Cases Item # 458553","['number_of_holes_punched', 'paper_finish_type', 'paper_weight', 'sheet_size', 'acid_free']",2
5167,"Little Giant Ventilated Welded Storage Locker, Gray - SC2-3048-NC","['finish', 'assembledunassembled', 'tier', 'color']",2
5166,Chelsio CC2-N320E-SR Dual Port 10Gb PCIe x8 Ethernet Half Height Card,"['binding', 'productgroup']",2
8203,"Center Enterprise Scented Stamp Pads, Chocolate Scent, 2 1/4' x 3 3/4', Brown, Pack Of 6 Item # 425438",['quantity'],2
8204,BSN SPORTS™ Deluxe Wheeled Equipment Bag,['options'],2
8205,Adapter for Zero Set - Model CD209 - For 8 1/4″ Chucks; D6 Mount,['type'],2
8206,Tuff-Torq® Hex Cap Screw Grade 8 Assortment,"['finish', 'taa_compliant']",2
8207,Surface Pro 4 - 256GB - Intel Core i7,"['availability', 'sim', 'radio', 'chipset', '3g', 'gps', 'water_resistant', 'wlan', 'fingerprint', 'nfc', '2g', 'type', 'flash', 'bluetooth', 'color', 'talk_time']",2
8188,Nikon MONARCH 7 Rifle Scope 2.5-10x 50mm XR Custom Turret Nikoplex Reticle Matte,"['finish', 'battery_type', 'warranty']",2
8187,PRS SE Custom 24 Electric Guitar in Scarlet Red w/ Deluxe Gig Bag,"['neck_wood', 'number_of_frets']",2
8186,"simplehuman® Rectangular Step Can With Liner Pocket, 12 Gallons, Brushed Stainless Steel Item # 289236","['shape', 'quantity']",2
5173,"Ring Pro Wi-Fi Enabled Video Doorbell, 4.5'H x 1.85'W x 0.8'D, Assorted Colors Item # 991803","['quantity', 'image_sensor_type', 'power_source', 'water-resistant']",2
5186,StarTech Mini DisplayPort to HDMI Adapter - 4K mDP to HDMI Converter - UHD 4K 60Hz,"['cable_type', 'http', 'packaged_quantity', 'features', 'device_supported']",2
5185,"Adj. Handle, Silver, M8 Thread Size","['finish', 'type', 'color', 'thread_type', 'item']",2
5183,"Jaagd Galaxy S8 Case, Hybrid Shock Modern Slim Non-slip Grip Cell Phone Cases for Samsung Galaxy S8 (Black)",['color'],2
8167,"MMF Industries Rolled Coin Aluminum Tray with Denomination and Quantity Etched on Side, Orange (211012516)",['color'],2
8170,"Back to School Supply Kit: Sharpie Highlighters, Paper Mate Pens, EXPO Dry Erase, Elmer’s Glue & More, 31 Count",['date_first_available'],2
5179,Wera 073593 Multicolor Hex + Ball End Hex Metric L-key Clip Set (Retail Package),['stock_status'],2
8173,Antec Isk300-150 System Cabinet - Desktop 3 X Bay - 1 X Fan - 150 W (isk300150)...,"['number_of_total_expansion_bays', 'number_of_power_supplies_installed', 'form_factor', 'total_number_of_usb_ports', 'product_type', 'number_of_total_expansion_slots', 'number_of_external_525_bays']",2
8208,2017 Toyota Camry 2.50 XLE - Mississauga,"['status', 'silver', 'transmission', 'automatic']",2
5178,CITROEN C3,"['max_roof_load', 'alloys', 'turning_circle-kerb_to_kerb', 'luggage_capacity_seats_up', 'max_towing_weight-unbraked', 'no_of_seats', 'tyre_size_rear', 'space_saver', 'width', 'tyre_size_front', 'width_including_mirrors', 'max_towing_weight-braked', 'fuel_tank_capacity_litres', 'tyre_size_spare']",2
8176,#6-32 Plug Hand Tap H3 3 Flutes High Speed Steel TiN Hand Tap Tin-Hand Taps,"['lead_time', 'weight']",2
8177,2004 BMW X5 E53. Wagon 5dr Steptronic 6sp 4x4 4.4i [MY04] with 177252kms. Located in Melbourne VIC,"['rim_size_rear', 'height', 'transmission', 'model', 'cylinders', 'fuel_delivery', 'fuel_type', 'ron']",2
5177,2000 Toyota Corolla LE,"['drive_train', 'epa_classification', 'width', 'seating', 'interior', 'center_console', 'air_conditioning', 'transmission', 'rear_door_type']",2
5176,Nikon KeyMission 170 4K Action Camera,['ac_adapter'],2
8181,"MakerBot 1.75mm/0.07' Small Spool 3D Printer PLA Filament, Pack of 10",['number_of_items'],2
5174,Sukkhi Mesmerizing Gold And Rhodium Plated Cz Mangalasutra Set For Women - Code - 14209msczl800,['warranty'],2
8183,"Lowrider Depot Adjustable Rod End, 2.5' Wide, No Bushings 1 1/8'","['shipping', 'quantity']",2
8175,Canon CLI-251Y Yellow Ink Cartridge for Canon PIXMA IP7220 MG5420 MG6320 Printers,['assembly_required'],2
5187,"Frost King Window Air Conditioner Cover, For 10,000 to 15,000 BTU",['hazmat'],2
8209,Canon GPR-23 Toner Bundle,"['color', 'printing_technology']",2
5162,Tripp Lite OmniSmart 300VA PNP Line Interactive UPS with 3-Outlets 200K Ins,"['form_factor', 'product_type']",2
8238,PEUGEOT 2008,"['space_saver', 'alloys', 'fuel_tank_capacity_litres', 'width_including_mirrors', 'turning_circle-kerb_to_kerb', 'luggage_capacity_seats_up', 'no_of_seats', 'tyre_size_spare', 'wheelbase']",2
5153,"Amanti Art The Olive Trees, 1889 by Vincent Van Gogh: 16 x 14 Print Reproduction","['category', 'type', 'usage']",2
8241,2004 Honda Civic 1.70 LX Sedan - Whitby,"['blue', 'status', 'manual', 'transmission']",2
5151,"Java Trading Co Coffee Pods, Colombian Supremo, Single Cup, 14/Box","['packing_type', 'beverage_type']",2
8243,Modus Furniture Nevis Lingerie Chest Espresso Finish - Chest Of Drawers Furniture,['finish'],2
8245,"Brenton Studio™ Magnetic Wall Pocket, Letter Size, Clear Item # 867914","['color', 'diverse_supplier', 'mounting_hardware_included', 'quantity']",2
8247,"Kipp M4x40 Adjustable Handle, Modern Style, Zinc/Steel, External Thread, Size 0, Chrome Plated (1/Pkg.), K0122.0046X40","['finish', 'size', 'product_type', 'measurement_type', 'package_quantity']",2
5148,Behringer MS-20 - 20-Watt 24/192 Digital Stereo Nearfield Monitors with SPDIF and Optical Inputs - Pair,['shielded'],2
8250,"Honeywell Gold Mirror Safety Glasses, Scratch-Resistant, Wraparound","['item', 'lens_material']",2
5147,Lenovo 418655U IdeaPad Y550 Notebook,"['product_line', 'product_type', 'processor_core', 'processor_type', 'optical_drive_type', 'green_compliance_certificateauthority']",2
8253,Irwin Vise-Grip 11104 Drill Bit,['measurement_type'],2
8254,Volkswagen Touran 1.6 TDI 105 BlueMotion Tech SE 5dr,"['transmission_type_manual', 'fuel_type_diesel', 'fuel_aspiration_turbo', 'doors_5']",2
5143,Onkyo SKF-4800 2-Way Bass Reflex Floor-standing Speakers (Pair),['color'],2
8258,"HP Inc. Smart Buy t520 AMD GX-212JC Dual-Core SOC APU 1.20GHz Flexible Thin Client - 4GB RAM, 16GB MLC M.2 SSD, Gigabit Ethernet, 802.11a/b/g/n (G9F14AT#ABA)",['keyboard'],2
5142,2015 Nissan Sentra Sv 34513 Miles Red Alert Sedan 1.8l 4-cylinder Dohc 16v Cvt W,"['location', 'model', 'sellerid', 'engine']",2
8237,Anker Best Nylon-Braided Lighting to USB 1.8m MFI Certified Charge Cable for Lightning to USB Cable for iPhone (Black) - Intl,['warranty_type'],2
8236,SAND A345-152R38-13M COROMILL 345 CUTTER 5722523,['hand_orientation'],2
5154,"Blackview BV6000 4.7 Inch Android 6.0 Smartphone, MT6755 Octa-core 2.0GHz, 3GB RAM + 32GB ROM GSM & WCDMA & FDD-LTE (Green)","['screen_type', 'type', 'color']",2
8233,Omega Unisex Automatic Watch 21230362003001 with Metal Strap,"['clasp', 'band_material', 'crystal', 'functions', 'dial_color', 'color', 'band_type', 'movement', 'case_back']",2
5161,2013 Nissan Murano SV AWD,"['model', 'year', 'trans']",2
8214,"Find It® Gapless 3-Ring View Binder, 3', White","['number_of_rings', 'cover_material', 'color', 'sheet_size', 'quantity']",2
5160,Volvo XC70 D5 AWD SE LUXURY - MASSIVE SPEC - IMMACULATE EXAMPLE - 205BHP PX/FINANCE WELCOME (2011),"['technical', 'interior', 'previous_owners', 'exterior', 'fuel']",2
8216,"Nikon COOLPIX L840 16.0-Megapixel Digital Camera with 76x dynamic fine zoom, 38X optical zoom VR lens (4.0-152mm) and built-in WiFi - Plum (Certified Refurbished)","['external_memory_included', 'batteries', 'viewfinder_type', 'optical_sensor_resolution', 'optical_sensor_technology', 'video_capture_resolution', 'display_fixture_type', 'color']",2
8217,"Cutler Hammer, Div of Eaton Corp Definite Purpose Contactors, C25 Series","['rohs', 'enclosure', 'item_category']",2
8219,Kingston - flash memory card - 64 GB - SDXC UHS-I,"['type', 'product_type', 'compatibility', 'support_details_full_contract_period', 'packaged_quantity']",2
8221,Panasonic KX-TGC362B cordless phone,"['wall_mountable', 'bluetooth', 'wireless_technology']",2
5163,"(SOLD) Similar Required. Vanquish S. 2+2. 23,000 Miles (2005)","['technical', 'interior', 'previous_owners', 'transmission', 'fuel', 'dimension', 'exterior']",2
8222,Panasonic KX-TG4743B 1.9 GHz Trio Handsets Single Line Cordless Phone,['type'],2
8224,Minka Aire Ninety Nine Distressed Koa 99-Inch One-Light LED Fan,"['resources', 'color_rendering_index', 'voltage', 'usage']",2
8226,Dell PX60024 Vostro 260s Inspiron 620s Optiplex 7010 DT Hard Drive Caddy Tray,['form_factor'],2
8227,2002 Toyota Camry le/xle/se,"['city', 'engine', 'interior', 'drivetrain', 'company', 'exterior', 'doors', 'fuel_type', 'transmission']",2
8228,251 First Whittier Natural Brass One-Light Wall Sconce,['voltage'],2
8230,Harmony Stripe Wrought Iron 9 ft. x 12 ft. Area Rug,"['construction', 'backing_material', 'cleaning_instructions', 'rug_weave', 'rug_material', 'approximate_rug_size', 'color_family', 'features', 'area_rug_pattern', 'area_rug_style', 'flooring_product_type']",2
8231,Ibanez AS73G Artcore Semi-Hollow Electric Guitar Mint Blue,"['truss_rod', 'neck_wood', 'number_of_frets', 'neck_finish']",2
8232,Infiniti Q50 Infiniti Q50 2.2d Premium Executive MT Saloon 2016,"['body', 'engine_size', 'year', 'doors', 'fuel', 'transmission']",2
8223,Vtech® Careline + SN1197 Expandable Corded Phone With Caller ID Item # 1235098,"['screen_type', 'assembly_required', 'battery_type', 'connectivity_technology', 'environmental_certification', 'energy_star', 'quantity', 'ports', 'frequency_band', 'speakerphone', 'backlight', 'wireless_technology']",2
8048,Land Rover Discovery Sport Prices & Deals - South Carolina,"['transmissions_available', 'engines_available', 'seating', 'drive_wheels']",2
8160,Fashion Bed Group Fenton Black Walnut Twin Bed Frame,['finish'],2
5189,"H. Wilson 26' Plastic Utility Cart, 26'H x 24'W x 18'D, Burgundy Item # 636976","['total_number_of_shelves', 'color']",2
8085,Procter & Gamble Comet Powder Cleanser with Bleach - Powder - 21 oz (1.31 lb) - 1 Each,"['packaged_quantity', 'product_type']",2
5227,Supermicro RSC-R1U-E16R Riser Card - 1 x PCI Express x16,"['form_factor', 'product_type']",2
8088,Superb Choice 90W GATEWAY 3520GZ Laptop AC Adapter,['input'],2
5226,Superb Choice? 6-cell MSI Wind U100-004US Love Edition Laptop Battery by Bavvo,['type'],2
8090,2015 Volkswagen Tiguan 2.00 FWD Trendline w/Convenience Package - Mississauga,"['status', 'transmission', 'automatic']",2
8091,3/8 in. x 3/4 in. External Hex Hex-Head Cap Screws (25-Piece per Box),"['finish', 'fastener_head_style', 'finish_family', 'measurement_standard', 'package_quantity', 'screw_length', 'size', 'drive_style', 'self_tapping', 'primary_use', 'head_style', 'fastenerconnector_material', 'indooroutdoor', 'coated', 'fastener_thread_type', 'self_drilling', 'fastener_type', 'fastener_plating']",2
8092,"Vintage Mepla Blind Corner Hinge, 651.220, 64.00, 500.200.77/19, 7450e/37/0",['platform'],2
8093,"Sandusky® Book Truck, Single-Sided With 3 Sloped Shelves, 46'H x 18'W x 14'D, Blue Item # 887798","['assembly', 'total_recycled_content', 'eco-labelstandard', 'total_number_of_shelves', 'eco-conscious', 'postconsumer_recycled_content', 'color']",2
8094,Feiss Summerdale Satin Nickel Three-Light Chandelier,"['finish', 'voltage']",2
8095,"Mobile Edge SlimFit Carrying Case (Portfolio) for 7"" iPad mini, Tablet - Brown","['durability', 'color']",2
5225,"Post-it® Cover-Up And Labeling Tape, 6-Line Width x 700' Item # 172593","['refillable', 'manufacturer', 'quantity']",2
5223,"GKS-Perfekt Machine Dolly, 6600 lb., Steel, Number of Rollers 4 - 3-10207",['frame_material'],2
8099,Tripp Lite EZA-VGACSAM-2 Audio/Video Cable,"['packaged_quantity', 'product_type']",2
8100,"Durham # HDC-244866-3S95 ( 16D692 ) - Storage Cabinet, Gray, 66"" Overall Height, Assembled, Each","['finish', 'gauge', 'item', 'number_of_shelves', 'number_of_doors', 'casters_included', 'number_of_drawers', 'cabinet_color', 'assembledunassembled']",2
