,Prod_ID,titles,keys,values,cluster_num
9451,ID_13121,Eat. Nourish. Glow. EPUB,"['category', 'format']","['Health & wholefood cookery', 'EPUB']",-1
9452,ID_13412,Italian Collection Florini Black Hall and Closet Lever,"['door', 'finish', 'strike', 'projection_in', 'certifications_and_listings', 'door_locks_knobs_product_type', 'lever_material', 'software_type', 'commercialresidential', 'lock_type', 'lever_style', 'hardware_finish', 'securityansi_grade', 'interiorexterior']","['Universal/Reversible', 'Black', 'Round corner', '3', 'No Certifications or Listings', 'Levers', 'Metal', 'Passage', 'Residential', 'Passage', 'Straight', 'Black', 'ANSI Grade III (Good)', 'Interior']",-1
9454,ID_13122,2515 Glenwood Rd,"['property_type', 'bedrooms', 'size', 'bathrooms']","['Co-op', '2', 'N/A', '1']",-1
9355,ID_13045,Vickerman Blue 12-Inch Sequin Ball Ornament,"['use', 'finish']","['Interior Dry', 'Blue']",-1
9354,ID_13446,Yosemite Home Decor Pismo Days I: 40 x 40-Inch Wall Art,['use'],['Interior Dry'],-1
9352,ID_13083,"The Science of Attraction: Flirting, Sex, and How to Engineer Chemistry and Love","['x-ray', 'sold_by', 'lending']","['Not Enabled', 'Amazon Digital Services LLC', 'Enabled']",-1
9265,ID_13231,Kenroy Home Bliss Indoor Tabletop Fountain,"['width', 'height']","['16', '9']",-1
9267,ID_13274,"Alleson Youth Reversible Basketball Shorts, 54MMPY","['size', 'quantity', 'color']","['-- Please Choose an Option --', '1', '-- Please Choose an Option --']",-1
9268,ID_13653,Emperor Of Sand,['number_of_discs'],['1'],-1
9269,ID_13253,Pyrite Rosary Necklace,"['size', 'qty']","['O/S', '1']",-1
9273,ID_13265,3D Coach: Capturing the Heart Behind the Jersey,['version'],['Unabridged'],-1
9274,ID_13210,U Lace Classic Mix-n-Match Pack - Bright Green,['packaged_quantity'],['6'],-1
9276,ID_13129,"Baby Blueridge Acoustic Guitar, Solid Spruce Top",['nut_width'],"['1 11/16""']",-1
9277,ID_13252,"Firefly Hello Kitty Dental Travel Kit, 4 pc","['color', 'feature']","['Multicolor', 'No']",-1
9278,ID_13264,SkyBell HD Silver WiFi Video Doorbell,"['ships_to', 'location', 'color']","['US,', 'US,', 'Silver,']",-1
9279,ID_13451,Frigidaire FFFC05M1QW freezer,"['quick_freeze', 'door']","['No', 'No']",-1
9280,ID_13166,AllDayYouMay,"['shipping', 'quantity']","['Calculated at checkout', '1']",-1
9282,ID_13164,Green Valley,['type'],['Single family'],-1
9283,ID_13295,Ultimate Support TS-80S Speaker Stand (Silver),['color'],['Silver'],-1
9284,ID_13302,Deco Stacking Patio Lounge Chaise,"['commercial_residential', 'frame_finish', 'assembly']","['Commercial / Residential', 'Brown', 'No']",-1
9285,ID_13304,AEG BOOMERANG carbon,"['binding', 'productgroup']","['Electronics', 'Wireless']",-1
9286,ID_13394,DOOGEE X9 3G Phablet,"['system', 'bluetooth', 'cpu']","['Android 6.0', '4.0', 'MTK6580 Quad Core 1.3GHz']",-1
9287,ID_13393,Kia Sportage Prices & Deals - Montana,"['transmission', 'wheel_drive', 'seat']","['6-speed automatic', 'Front or AWD', '2 front, 3 rear']",-1
9264,ID_13196,OEM Oil Pressure Switch Sensor For Vauxhall Opel Corsa Agila,['color'],['Black'],-1
9290,ID_13290,Urban Beach Mens Straw Hat With Band Black Paisley,"['color', 'battery']","['No', 'No']",-1
9263,ID_13174,Junior Brain Trainer Maths Edition (Nintendo DS),"['format', 'productgroup', 'platform', 'binding', 'numberofitems']","['Unknown format', 'Video Games', 'Nintendo DS', 'Video Game', '1']",-1
9261,ID_13457,TRIUMPH TIGER 1200 EXPLORER,['fuel'],['20 litres'],-1
9236,ID_11401,Madison Bar and Counter Stools,"['stain', 'style_type', 'type', 'seat', 'feature', 'price', 'arm_type', 'leg_style']","['Dark', 'Contemporary', 'Bar Stool (Also available in Counter Stool)', 'Upholstered', 'Foot Rail', 'Get Price', 'Armless', 'Square']",-1
9237,ID_10872,Fresh Terracotta Color Roses (100 Stems),['returns'],['Non-Returnable'],-1
9239,ID_11597,2015 Porsche Panamera S E-Hybrid,"['color', 'fuel_type', 'model', 'year', 'phone', 'transmission', 'mileage']","['Engine', 'Drive Type', 'VIN', 'Make', 'City', 'Posted in', 'MPG City / Hwy']",-1
9241,ID_10774,Start Your Own Hair Salon and Day Spa: Your Step-By-Step Guide to Success (StartUp Series),"['x-ray', 'print_length', 'sold_by', 'lending']","['Not Enabled', '224 pages', 'Amazon Digital Services LLC', 'Not Enabled']",-1
9242,ID_10776,"Gray Piggy Bookends, Set Of Two From BellacorPro",['weight'],['Finish'],-1
9243,ID_10778,love moschino Cut Heart Shoulder Bag,['color'],['Black'],-1
9244,ID_10780,Boardwalk Mop Head,['application'],['Floor Maintenance'],-1
9245,ID_10815,65 Pint Dehumidifer ESTAR,"['form_factor', 'power_source', 'speed', 'green_compliance_certificateauthority', 'color']","['Portable', 'AC Supply', '2', 'ENERGY STAR', 'White']",-1
9246,ID_10781,Bayliner 5788 Pilothouse,['year'],['1998'],-1
9248,ID_11397,Quoizel Landings Mottled Cocoa One-Light Mini Pendant,['color'],['Fabric'],-1
9252,ID_10888,Mireaviel,['width'],"['Narrow Wide Width, 2 out of 3']",-1
9253,ID_9549,"Simax Glassware 2546 Indis Carafe, Clear","['binding', 'color']","['Kitchen', 'Clear']",-1
9254,ID_9654,BMW M5,"['door', 'owners', 'category']","['4', '1', 'BMW > M5']",-1
9256,ID_13442,Paradyne Indoor ONT 2-port 4GE Multiplexer,"['availability', 'warranty', 'warranty']","['Temporarily Out-of-Stock', 'Call for Warranty', 'Call for Warranty']",-1
9257,ID_13175,CHIEF Chief PAC716 Mounting Shelf for Camera,"['device_supported', 'packaged_quantity', 'post-consumer-waste', 'color']","['Camera', '1', '30%', 'Black']",-1
9259,ID_13216,Atlantic Oskar Multimedia Storage Cabinet,['finish'],['Espresso'],-1
9260,ID_13170,Trophy Sippy Cup,"['sm', 'waist', 'us']","['3', 'LOW HIP', 'UK']",-1
9262,ID_13173,mSATA Industrial 3SE Embedded SATA III Wide Temp,"['flash_type', 'type', 'mtbf']","['SLC', 'Standard', '3 million hours']",-1
9234,ID_10593,Verbatim Ultra Slim Power Pack Chargers,"['oemcompatible', 'color']","['OEM', 'Black']",-1
9292,ID_13289,Buddhist Monk Large Folding Bookshelf Buddhism Chanting Scriptures Frame Bible Rack Temple Bookshelfs,['unit'],['piece Package'],-1
9297,ID_13241,4 in. x 12 in. Oversized Gum Rubber Grout Float,"['color', 'handle_material']","['Wood', 'Wood']",-1
9327,ID_13010,Sennheiser Windscreen,"['packaged_quantity', 'color']","['10', 'Black']",-1
9328,ID_13000,All My Friends Are Dead,"['x-ray', 'print_length', 'sold_by', 'lending']","['Not Enabled', '96 pages', 'Amazon Digital Services LLC', 'Enabled']",-1
9329,ID_12999,98-02 Honda Accord AirREX Air Suspension System,['shipping'],['Calculated in Cart'],-1
9330,ID_13320,Details about Women Winter Cat Bear Panda Knitted Over Knee Long Boot Thigh-High Warm Socks,['season'],['All Season'],-1
9332,ID_13319,Ford Expedition Prices & Deals - Maine,"['transmission', 'seat', 'wheel_drive']","['6-speed automatic', '2 front, 3 rear, 3 third', 'Rear or selectable 4WD']",-1
9333,ID_12967,Sleep Inn & Suites,"['number_of_floors', 'check_in_time', 'check_in_time']","['3', '11:00 AM', '3:00 PM']",-1
9334,ID_13032,2-Piece Snug Fit Cotton Christmas PJs,"['age_of_oldest_child', 'number_of_kids', 'age_of_oldest_child']","['3-4', '2', '1-2']",-1
9335,ID_13310,Dreamgirl Women's White Bride Robe and Babydoll Set,"['color', 'pattern', 'dimension', 'care_instruction']","['White', 'Solid', 'See Details', 'Hand Wash']",-1
9336,ID_13386,Executive Imperials Men's Wingtip Slip-On,"['heel_height', 'color']","['0', 'Burgundy']",-1
9340,ID_13269,Pontiac 326 350 389 400 421 428 455 Shootout Intake Manifold Polished,"['product_line', 'quantity', 'color']","['N/A', 'Sold individually.', 'N/A']",-1
9341,ID_13443,Ashley Dry Erase Notebook Paper Magnet - Learning Theme/subject - Magnetic -...,"['assembly', 'packaged_quantity', 'color']","['No', '1 Each', 'Multicolor']",-1
9343,ID_13449,"Dynaplug 1243 PRO Aluminum Tubeless Tire Repair Kit, Lightweight by Dynaplug","['shipping_weight', 'weight']","['1', '1']",-1
9344,ID_13126,"An Exceptional and Standard Ford Escort RS Cosworth with Just 15,381 Miles.","['year', 'door', 'seat', 'fuel', 'drive_line', 'type', 'color', 'number_of_seats', 'transmission']","['1996', '3', '5', 'Petrol', 'Right-hand drive', 'Standard Car', 'White', '5', 'Manual']",-1
9347,ID_13038,"Signed, Sealed Delivered: From Paris with Love",['browse_similar_products_by_category'],['General Entertainment'],-1
9349,ID_13259,Stephanie Headboard,"['type', 'assembly', 'color', 'dimension', 'product']","['Standard', 'Assembly Required', 'Brown', 'See Details', 'Includes Hardware']",-1
9350,ID_13135,Secretary Breakfront Bookcase,"['shelves', 'color_finish', 'price', 'construction', 'style_type']","['Adjustable', 'Stained', 'Get Price', 'Solid', 'Traditional']",-1
9351,ID_13084,Event-Driven Architecture: How SOA Enables the Real-Time Enterprise,"['pages', 'edition', 'dimension']","['336', '1st Book', '7x9-1/4']",-1
9326,ID_13012,Vilavi Womens A Line Scoop Short Tulle,['productgroup'],['Apparel'],-1
9295,ID_13293,leather conditioner,"['length_of_ownership', 'age', 'frequency_of_use']","['1 year or longer', '18 to 24', 'Monthly']",-1
9324,ID_13033,Metropolitan Pivoting Mirror,"['color_finish', 'price', 'style_type']","['Chrome', 'This product has been discontinued', 'Traditional']",-1
9322,ID_13050,Apron Cavaliers,"['assembly', 'color']","['No', 'White']",-1
9298,ID_13391,4 in. Antique Brass Floating House Number 1,"['finish', 'finish_family', 'returns', 'feature', 'decoration']","['Antique Brass', 'Bronze/copper metallic', '30-Day', 'Corrosion Resistant,Decorative,Reusable', 'Yes']",-1
9299,ID_13390,CW5351 | Pipe Dreams,"['min_order', 'quantity']","['1', '1']",-1
9302,ID_13421,4-Piece Snug Fit Cotton PJs,"['age_of_oldest_child', 'number_of_kids', 'age_of_oldest_child']","['15-18', '3', '1-2']",-1
9303,ID_13654,"Green Tea 5' x 42"" Bathing Pool","['style_type', 'price', 'shape']","['Contemporary', 'Get Price', 'Rectangular']",-1
9304,ID_13162,Kurzweil PC3K8 Worstation WESTLAKE PRO - Authorized Dealer - FREE SHIPPING!,['number_of_keys'],['88'],-1
9305,ID_13217,Kantek CRT/LCD Stand,['color'],['Black'],-1
9308,ID_13301,"Sunlite Cloud-9 Bicycle Suspension Cruiser Saddle, Cruiser Gel, Tri-color Black","['product', 'binding', 'numberofitems', 'productgroup']","['OUTDOOR_RECREATION_PRODUCT', 'Sports', '1', 'Sports']",-1
9310,ID_13258,"You're Gonna Go Far, Kid [Explicit]",['format'],['Explicit Lyrics'],-1
9311,ID_13027,Sell Price: $21.82,['color'],['Black'],-1
9312,ID_13023,2450 Fenton St,['size'],['Full'],-1
9313,ID_13018,Calvin Klein Women's CK7822S Round Retro-Inspired Sunglasses,"['frame', 'shape', 'color']","['Plastic', 'Round', 'Brown']",-1
9314,ID_13079,Official Motionless In White Phoenix T Shirt (Black),"['color', 'care_instruction']","['Black', 'Machine Wash According to Care Label']",-1
9316,ID_13065,Snowstorm Reactive Glaze Mug,['value'],['4.1'],-1
9317,ID_13309,HOBO Pro v2 Outdoor Data Logger (Internal),['waterproof'],['Yes'],-1
9318,ID_13064,Eskiva New Hi Women's Boots,"['length', 'waist']","['30', 'Hip']",-1
9319,ID_13063,Harajuku Medium Bob Cosplay Curly Wigs,"['length', 'type', 'package_contents']","['Short', 'Full Wigs', '1 x Wig']",-1
9320,ID_13078,Perle IOLAN SCS48CM Console Server,"['green_compliance_certificateauthority', 'warranty']","['RoHS', 'Standard Warranty: Lifetime']",-1
9323,ID_13051,Monterey Twin Bookcase Headboard,"['assembly', 'size', 'type']","['Assembly Required', 'Twin', 'Storage']",-1
7440,ID_6383,FUJIFILM Macro Extension Tube MCEX-11,['color'],['Black'],-1
8978,ID_10646,Solid zip sweatshirt tunic,"['sleeve', 'length', 'chest', 'overall']","['Too long Too short Sleeves, 2 out of 3', 'Too long Too short Length, 2 out of 3', 'Too loose Too tight Chest, 2 out of 3', '★★★★★ ★★★★★ 3.8']",-1
8975,ID_10434,Lexus IS Prices & Deals - Ohio,"['transmission', 'wheel_drive', 'seat']","['6-speed automatic, 8-speed automatic', 'Rear or AWD', '2 front, 3 rear']",-1
8638,ID_12416,DEWALT DWPVTHLD Impact Ready Magnetic Pivot Holder,['mfr'],['DEWALT'],-1
8640,ID_17097,40.5 in. x 5.5 in. Terracotta Apron,"['color', 'feature', 'warranty']","['Orange', 'No Additional Features', 'Lifetime Limited Warranty']",-1
8641,ID_17098,OGX Sulfate-Free Repairing Awapuhi Ginger Shampoo,"['product_form', 'number_of_items']","['Liquid', '1']",-1
8642,ID_17099,"Sagebrook Home Gray Plant Stand, Set of Three",['pieces_in_set'],['3'],-1
8643,ID_12415,Pilare 9-Bottle Gray Floor Wine Rack,"['included', 'color', 'mount', 'assembly']","['Mounting Hardware', 'Gray', 'Freestanding', 'No']",-1
8645,ID_17381,Bainbridge Desktop Organizer,['color'],['Copper'],-1
8646,ID_17152,Merciless Gods,['format'],['Paperback'],-1
8637,ID_17166,RYA Youth Sailing Scheme Logbook - 2nd Edition,"['pages', 'lead_time', 'format']","['48', 'within 5 working days (UK)*', 'Paperback']",-1
8648,ID_17682,Elixir™ 2 Backpacking Tent,"['size', 'number_of_doors', 'capacity', 'color', 'color']","['No', '2', '2', 'Red', 'Red']",-1
8651,ID_12480,Philips Marvel Avengers Children's Ceiling Pendant LightShade,"['color', 'finish', 'bulb_base', 'battery']","['Multicolour', 'Plastic', 'LED', 'No']",-1
8653,ID_17648,A Connecticut Yankee in King Arthur's Court,"['x-ray', 'print_length', 'sold_by', 'lending']","['Not Enabled', '328 pages', 'Amazon Digital Services LLC', 'Not Enabled']",-1
8654,ID_17647,"Wind Tunnel Max Vacuum, Bagless Upright, Multi-Cyclonic, 1 vacuum","['assembly', 'light', 'filter_type', 'color']","['Yes', 'Yes', 'HEPA', 'Blue']",-1
8655,ID_17646,MEN’S NORRIS POINT CREW,"['guarantee', 'care_instruction']","['Lifetime Warranty', 'Machine Wash']",-1
8656,ID_17645,Final Fantasy Trading Arts Blind Box Mini Figure,"['sm', 'waist', 'us']","['3', 'LOW HIP', 'UK']",-1
8659,ID_17656,American Hunger: The Pulitzer Prize-Winning Washington Post Series (A Vintage Short),"['x-ray', 'sold_by', 'lending']","['Not Enabled', 'Random House LLC', 'Not Enabled']",-1
8661,ID_17448,2015 Suzuki TU250X,"['model', 'year', 'model_year']","['Model', 'Year', '2015']",-1
8650,ID_17691,Round Trivet in Brown,['color'],['Brown'],-1
8634,ID_17153,NEW Adjustable Shooting stick with leather seat,"['ships_to', 'color', 'free_shipping']","['GB,', 'Black,', ', 30-Day Returns']",-1
8633,ID_17683,Novell Identity Manager Advanced Edition - Priority Maintenance - 1 Inactive User,"['product', 'license_pricing']","['Software Licensing', 'Academic']",-1
8632,ID_17154,OZ/Gedney 7-50 OZ-G 1/2 MALL BUSHED NIPPLE,"['eu_rohs_indicator', 'select_code', 'commodity_code']","['N', 'BOXES/FITTINGS', '2210']",-1
8609,ID_17407,Jonas Brothers Fathead Disney Wall Accent Sticker,['assembly'],['No'],-1
8612,ID_17689,Linea by Louis Dell'Olio Petite Crepe Gauze Pull On Pants,"['rise', 'fabrication', 'care', 'content']","['at the waist', 'woven', 'machine wash, line dry', '97% polyester/3% spandex']",-1
8613,ID_17688,2011 Volkswagen Golf Wagon Highline,"['engine', 'year', 'price', 'cylinders', 'exterior', 'interior', 'transmission', 'fuel']","['2.00', '2011', '$11,999', '4', 'White', 'Black', 'Automatic', 'Diesel']",-1
8614,ID_17687,HOLA Kindle Edition,"['sold_by', 'format']","['Amazon Media EU S.à r.l.', 'Kindle Edition']",-1
8616,ID_17685,KAS Rugs Sparta Tropical Branches,['shape'],['Round'],-1
8618,ID_12441,Sealed Air 13011 Instapak Quick RT Foam Packaging,['assembly'],['No'],-1
8619,ID_17283,"Michael Kors Jet Set Brown Monogram Signature Chain Shoulder Handbag, NWT","['ships_to', 'free_shipping', 'color']","['US & many other countries,', ', 30-Day Returns,', 'Brown,']",-1
8620,ID_12421,1999 F250 Super/F350 Super 6' Performance Lift Kit,"['shipping', 'quantity']","['Calculated in Cart', '1']",-1
8621,ID_17299,HOLDEN CALAIS,"['fuel', 'release_date', 'engine', 'transmission', '0-60']","['/100km', '/', 'L', 'Automatic', 'n/a']",-1
8622,ID_16882,Only Doo-Wop Collection You'll Ever Need CD,"['orig_year', 'discs']","['2005', '2']",-1
8623,ID_17090,Parable of the Talents,"['x-ray', 'sold_by', 'lending']","['Enabled', 'Amazon Digital Services LLC', 'Enabled']",-1
8624,ID_16883,Vibrating pad,"['dimension', 'weight']","['None', 'None']",-1
8626,ID_16051,Global and Chinese Steering Damper Industry - 2016,['november_2016'],"['Region: China, Global']",-1
8627,ID_17316,DC98-01877B SAMSUNG Washer Drain Pump,['color'],['No'],-1
8628,ID_17301,Beautiful Bastard (Beautiful Series #1),['pages'],['320'],-1
8630,ID_17156,New Media and Sport,['copyright'],['2012'],-1
8631,ID_17155,Carter's Hello Slip-On Sneakers,"['age_of_oldest_child', 'number_of_kids', 'age_of_oldest_child']","['3-4', '2', '1-2']",-1
8662,ID_17446,Shimano RS11 Alloy Clincher Wheelset,['wheel_size'],['700c (622)'],-1
8663,ID_17445,3M™ Glass Bubbles iM30K,['brand'],['3M™'],-1
8664,ID_17451,2012-2017 Hyundai Veloster Performance Stainless Braided Brake lines,"['shipping', 'quantity']","['Calculated at checkout', '1']",-1
8667,ID_17442,"The Tyranny of Experts: Economists, Dictators, and the Forgotten Rights of the Poor",['paperback'],['416 pages'],-1
8697,ID_17638,Hard to Find Jukebox Classics:The Fifties (31 Amazing Stereo Hits),['product'],['CD'],-1
8699,ID_12433,Thymuskin Medicated Serum Gel 100ml,['organic'],['No'],-1
8701,ID_17454,Range Surface Burner Cap Part #: WP3191898,['category'],['Large Kitchen Appliances'],-1
8702,ID_12436,Microsoft LifeCam HD-3000,['productgroep'],['Webcams'],-1
8703,ID_12459,"Death Note Black Edition, Vol. 1 : v. 1 Paperback",['format'],['Paperback'],-1
8705,ID_17218,Hugo Boss Blue Men US Checkered Slim Fit Shorts Gray 32 80%OFF,['size_type'],['Regular'],-1
8706,ID_17217,FREE STANDARD SHIPPING ON ORDERS OVER $200,"['knee-length_dress', 'short_dress']","['T-shirt', 'Short dress']",-1
8707,ID_17216,Hoover Commercial Task Vac Bagless Lightweight Upright,['color'],['Black'],-1
8708,ID_17222,RCR Crystal Laurus Collection Vase,['color'],['Clear'],-1
8709,ID_17215,Anglaise Housekeeper's Metal Box,"['portable', 'lid_included', 'wood_construction_type', 'product', 'quantity']","['Yes', 'Yes', 'No Wood', '10+ in Stock', 'Individual']",-1
8711,ID_16033,The Puritan Family: Religion and Domestic Relations in Seventeenth-Century New England,['paperback'],['208 pages'],-1
8713,ID_17130,ELISE CUP 250! IN BUILD NOW (2017),"['technical', 'interior', 'previous_owners', 'exterior', 'dimension', 'fuel']","['Emissions-', 'Seats-', '-', 'Doors2, ColourWhite, Body typeCoupe', 'Vehicle height-, Vehicle width-', 'TypePetrol, Economy37.7 mpg']",-1
8715,ID_12367,THE SCYTHING HANDBOOK,"['pages', 'format']","['160', 'PBK']",-1
8716,ID_17101,Moon Products Merry Christmas Themed Pencils - #2 Pencil Grade - Assorted Barrel...,"['assembly', 'packaged_quantity']","['No', '1 Dozen']",-1
8717,ID_17163,Trimble Navigation Carrying Case for Tablet PC,['carrying_options'],['Shoulder Strap'],-1
8718,ID_17162,Counterclaims before the International Court of Justice,['copyright'],['2011'],-1
8721,ID_12366,GapFit kids knit shorts,"['length', 'overall', 'waist']","['Too long Too short Length, 2 out of 3', '★★★★★ ★★★★★ 3.2', 'Too loose Too tight Waist, 2 out of 3']",-1
8696,ID_17636,RCF NX10-SMA,['unit'],['EACH'],-1
8607,ID_12427,Casio EX-ZR5000 (Pink),"['focus_type', 'optical_resolution', 'memory_type', 'color']","['automatic_only manual_only', 'CMOS', 'No', 'Pink']",-1
8692,ID_17631,Sony FDR-X1000VR,"['sensor_type', 'manual', 'color', 'battery', 'built-in_speakers']","['CMOS', 'Yes', 'White', 'Lithium-Ion (Li-Ion)', 'Yes']",-1
8689,ID_17627,"Downton Abbey - Series 6 [UK import, region 2 PAL format]","['format', 'number_of_discs']","['PAL', '3']",-1
8668,ID_17440,Baby Safety Gate Door Walk Extra Wide Child Toddler Thru Fence Pet Dog Metal,"['numberofitems', 'ships_to', 'location', 'free_shipping']","['1,', 'US & many other countries,', 'US,', ', 30-Day Returns,']",-1
8670,ID_12414,Barracuda Backup Server 190 w 1-year EU+IR,"['availability', 'form_factor', 'warranty', 'warranty', 'enclosure', 'color']","['Partial Quantity Available', '1U Rackmount', 'Call for Warranty', 'Call for Warranty', 'Rack-mountable', 'Black']",-1
8671,ID_17437,My Blankee Pick a Bunch 6 Piece Crib Bedding Set,"['count', 'color']","['6', 'White']",-1
8672,ID_17443,Gerber Bear Grylls Ultimate Kit [31-000701],"['number_of_items', 'power_source', 'battery', 'size', 'color']","['5', 'AC/DC', 'Yes', 'One Size', 'Black']",-1
8673,ID_17692,Drift Innovations Inc. 30-006-00 Drift Goggle Mount,"['product', 'color']","['Mounting Bracket', 'Black']",-1
8674,ID_17693,Jordskott - Season 1,"['rated', 'format']","['- MA15+', '- 4 DVD']",-1
8675,ID_17449,Dualit Studio Kettle,['value'],['Quality'],-1
8676,ID_17657,Fujitec Elevator Parts IM8 Lift Parts Well Selling,['color'],['As the picture'],-1
8678,ID_17661,Ryken's Bible Handbook,['format'],['Hardcover'],-1
8680,ID_17658,VR BOX VR02 3D VR Box Glasses - BLACK,['color'],['White'],-1
8681,ID_17639,Leaving Time,['paperback'],['496 pages'],-1
8682,ID_17643,Idk Woman Coral Thick Knit Jacket,['warranty'],['NA'],-1
8683,ID_17642,Georgia-Pacific Bathroom Tissue,"['recycled_content', 'physical_characteristics', 'post-consumer-waste', 'assembly']","['20%', 'Color: White', '20%', 'No']",-1
8684,ID_17641,Women's Skechers Keepsakes Reveal Mid Calf Boot Black,['fit'],['True to Size'],-1
8685,ID_17632,Details about SPRAYGROUND ICE CREAM GRILLZ GRILL GOLD TEETH BACKPACK LAPTOP BOOK BAG,['color'],['Multi-Color'],-1
8687,ID_17626,D-Day Beach Attack - Rub Down Transfers World War 2 Battle Scene,['manufacturer_recommended_age'],['3 years and up'],-1
8688,ID_17681,"United States, Southwest by Hema Maps",['availability'],['In stock'],-1
8691,ID_12478,GLORY,"['fabric', 'type', 'color_finish', 'use', 'price', 'pattern', 'style_type']","['100% Cotton', 'Print', 'Beige', 'Drapery, Upholstery', 'Get Price', 'Large Floral', 'Traditional']",-1
8604,ID_17106,MG ChenGuang PP 36PCS Wooden Craft Drawing Pencil,['package_type'],['Set'],-1
8603,ID_17108,"Adobe Acrobat Reader: Annotate, Scan, & Send PDFs",['category'],['Business'],-1
8601,ID_17109,"Louvered Bench Rack, 36x8 x19 In, Yellow","['finish', 'color']","[': Powder Coated', ': Gray']",-1
8506,ID_10506,"LIMITED: Diet Snapple Singles To Go, 6pk/box",['shipping'],['Calculated at checkout'],-1
8511,ID_10651,Refrax,"['glass_type', 'style_type', 'price', 'lamp_type']","['Crystal', 'Contemporary', 'Get Price', 'Halogen']",-1
8513,ID_12053,"Whirlpool W10006355 Actuator , New, Free Shipping",['platform'],['eBay US'],-1
8516,ID_10709,2017 Ford Focus Sport,"['rim_size_rear', 'rim_size_rear', 'height', 'fuel_delivery', 'fuel', 'drive', 'green', 'fuel_urban', 'fuel', 'fuel_urban', 'width', 'ron', '0-60', 'model', 'release_date', 'length', 'fuel_type', 'transmission', 'fuel_combined']","['17x7.0', '17x7.0', '1467', 'Direct Injection', '55', 'Front Wheel Drive', 'n/a', '8.7', '6.2/100km', '4.8', '1823', '91', 'n/a', 'Focus', '0/2017', '4360', 'Petrol - Unleaded ULP', '6 speed Automatic', '6.2']",-1
8518,ID_12526,0217005.VXP,"['packaging', 'color']","['Bulk', '-']",-1
8521,ID_10619,Hunters: Hunters (The Demon Series Book 1),"['sold_by', 'x-ray', 'lending']","['Amazon Digital Services LLC', 'Not Enabled', 'Enabled']",-1
8522,ID_10620,Elegance Single Cylinder Satin Nickel Premiere Deadbolt,"['finish', 'certifications_and_listings', 'battery', 'hardware_finish', 'interiorexterior', 'door', 'door_locks_knobs_product_type', 'commercialresidential', 'lock_type', 'securityansi_grade']","['Satin Nickel', 'No Certifications or Listings', 'No', 'Nickel', 'Exterior', 'Universal/Reversible', 'Deadbolts', 'Residential', 'Sgl Cyl Deadbolt', 'ANSI Grade II (Better)']",-1
8523,ID_12477,5-Channel High Performance Surround System,['feature'],['No Additional Features'],-1
8524,ID_10621,Be For Bag Kinsey Coated Poly Canvas Backpack,['warranty'],['Not Applicable'],-1
8525,ID_10606,Leather belt,['measurements'],['Height 1.17 inches'],-1
8526,ID_12468,Lexus GS Prices & Deals - Virginia,"['transmission', 'wheel_drive', 'seat']","['6-speed automatic, 8-speed automatic, CVT', 'Rear or AWD', '2 front, 3 rear']",-1
8527,ID_12528,Authentic Venetian Plaster - Lizzie,"['style_type', 'price']","['Contemporary', 'Get Price']",-1
8533,ID_10630,Black Stripe Skirt,"['color', 'fabric']","['Black', '100% Cotton']",-1
8534,ID_10650,Collins Gem,['format'],['Paperback'],-1
8536,ID_10605,Tombow Mono Permanent Adhesive Applicator Refill,"['physical_characteristics', 'assembly']","['Color: Clear', 'No']",-1
8539,ID_10716,4:44 [Explicit],['format'],['Explicit Lyrics'],-1
8540,ID_17362,Hotel Villa de Allariz,"['check_in_time', 'check_in_time']","['12:00 PM', '12:00 PM']",-1
8505,ID_11551,Carhartt V01 Firm Cotton Duck Arctic Vest,['size'],['Color'],-1
8541,ID_12471,Full Length Apron With Pockets,['sleeve'],"['17""']",-1
8503,ID_10524,"2017 Ram $71,525","['audio_auxiliary_input', 'color', 'transmission', 'mileage']","['USB', 'Other', '6-speed automatic', '9']",-1
8501,ID_10521,Tony Chopper Bag,['item_type'],['Backpacks'],-1
8474,ID_17459,Cooper Submaster PVD SAS SBS Military Divers Watch,['dial_color'],['Black'],-1
8475,ID_17458,Vintage Levis Size 6 High Waisted DISTRESSED 5…,['color'],['Blue'],-1
8477,ID_12483,HCS CellMask™ Blue Stain,['color'],['Blue'],-1
8478,ID_12482,Ironwood Industries Elk Rust Patina Four Hook Coat Hook,"['finish', 'category']","['Rust', 'Coat Racks & Umbrella Stands']",-1
8480,ID_17414,06-14 Dodge Charger Front Air Lift Air Strut Kit,"['availability', 'shipping', 'quantity']","['Free Shipping', 'Calculated in Cart', '1']",-1
8482,ID_12437,2013 Chevrolet Tahoe LTZ,"['color', 'year', 'color', 'transmission']","['N/A', '2013', 'Black', '6-Speed Automatic Electronic with Overdrive']",-1
8483,ID_17259,Delta Green: Alien Intelligence,['format'],['Paperback'],-1
8485,ID_12394,Ravishing Rick Rude Swag WWE Mens White T-shirt,['sleeve'],['Short Sleeve'],-1
8486,ID_10649,GE 3 Device HDMI Switch,['availability'],['In Stock'],-1
8487,ID_12509,Pivot Pro Compound Action Pliers Set (2-Piece),"['individualset', 'number_of_items', 'color', 'product']","['Set', '2', 'Metallic', 'Hand Tool']",-1
8488,ID_10602,Paneltronics Waterproof DC 8 Position Lighted Rocker & Fuse,['height'],['4'],-1
